split,family,seed,perturbation,node_left,node_right,true_distance,haos_distance,shortest_path_distance,spectral_distance,invariant_overlap,persistence_score,causal_depth,temporal_order_stability
all,ring,4101,frozen,2,3,0.337692835242,0.414725947048,0.125569844392,0.264884227195,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,4,0.647914288216,0.583000315377,0.24646815054,0.509055603551,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,5,0.866843870777,0.853507645494,0.376081268795,0.808043749336,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,6,0.991138523214,0.866333236149,0.507536818441,0.845224105312,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,7,0.991571838188,0.794920504977,0.643679140661,0.71544875077,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,8,0.886075075093,0.818953714379,0.759946736922,0.756335356546,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,3,4,0.331795356032,0.48726407987,0.120898306147,0.355643857161,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,5,0.619784498202,0.760791462732,0.250511424402,0.736969593312,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,6,0.842218322823,0.871819577777,0.381966974048,0.829143992705,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,7,0.961242524952,0.817986347055,0.518109296269,0.761662481272,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,8,0.969581445802,0.885761799784,0.63437689253,0.830604837189,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,4,5,0.342544775136,0.526501852238,0.129613118255,0.403352786797,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,6,0.649204531478,0.624942578091,0.261068667901,0.55958777452,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,7,0.878235327786,0.770951780011,0.397210990121,0.689821183413,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,8,0.997510291878,0.920738617482,0.513478586383,0.892583949937,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,5,6,0.344683726163,0.413041576201,0.131455549646,0.262874341966,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,5,7,0.650878058016,0.720239376614,0.267597871866,0.663109956673,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,5,8,0.866268868168,1,0.383865468128,0.973888817404,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,6,7,0.349935992628,0.600995521288,0.13614232222,0.477789040153,0.0697910109854,0.961580260075,0.661104832684,0.118268663999
all,ring,4101,frozen,6,8,0.638150872189,0.832454452105,0.252409918482,0.815174984805,0.0697910109854,0.961580260075,0.661104832684,0.118268663999
all,ring,4101,frozen,7,8,0.32560840672,0.498148207789,0.116267596261,0.340826505168,0.0744292225041,0.961580260075,0.585470209228,0.0267741595733
all,ring,4102,frozen,0,1,0.347162410557,0.55309687149,0.131544498175,0.427530036652,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,2,0.659435787457,0.647189086274,0.26302952436,0.579572303996,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,3,0.88785134006,0.770424552498,0.396427813471,0.689391916577,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,4,0.982682552541,0.916955397771,0.508700210938,0.882420749102,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,5,0.983239961256,0.937691050918,0.491299789062,0.905813191596,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,6,0.87413991998,0.761712910135,0.370166718041,0.675090012294,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,7,0.610458819267,0.582734936622,0.241227095104,0.498131758742,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,8,0.30926099902,0.448076826335,0.102404661177,0.30413626854,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,1,2,0.34709769653,0.413625196802,0.131485026184,0.263275486698,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,3,0.650896088338,0.724597001496,0.264883315295,0.664533756421,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,4,0.846326672698,1,0.377155712763,0.973536094299,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,5,0.973892706941,0.88865665796,0.622844287237,0.831679402606,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,6,0.984166248333,0.828682733548,0.501711216216,0.767209191863,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,7,0.8214959191,0.865002631699,0.372771593279,0.816897619062,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,8,0.617554600303,0.748382562268,0.233949159352,0.713310426021,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,2,3,0.349159136947,0.606549222299,0.133398289111,0.481985595776,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,4,0.626541004715,0.836739589998,0.245670686579,0.817340647556,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,5,0.868401737325,0.826582352017,0.754329313421,0.762065209914,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,6,0.996682395784,0.818789627508,0.6331962424,0.738926667656,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,7,0.952802025771,0.878796230088,0.504256619463,0.855339350733,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,8,0.864350781447,0.862974358707,0.365434185537,0.812204790014,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,3,4,0.323701189635,0.497570421174,0.112272397467,0.338512904282,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,5,0.648796566574,0.887501951324,0.887727602533,0.814528670095,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,6,0.879121453278,0.739757705398,0.766594531511,0.679774153144,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,7,0.960378944042,0.799587776893,0.637654908574,0.715202900832,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,3,8,1,0.810871385641,0.498832474648,0.751866633064,0.071274544329,0.963832510031,0.589134296377,0.465144938751
all,ring,4102,frozen,4,5,0.359928052369,0.998096215675,1,1,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,6,0.654892988977,0.88027143244,0.878866928979,0.806291091454,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,7,0.840412558876,0.81389094212,0.749927306042,0.750612523999,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,4,8,0.994286382872,0.887682880092,0.611104872115,0.830198721383,0.038701818288,0.963832510031,0.501811320569,0.456308054961
all,ring,4102,frozen,5,6,0.335155946261,0.509948109224,0.121133071021,0.35180573538,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,5,7,0.618151805692,0.808241410658,0.250072693958,0.781913449079,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,5,8,0.881581561304,0.995036722775,0.388895127885,0.959268185938,0.0358708475639,0.963832510031,0.498188679431,0.0110735766348
all,ring,4102,frozen,6,7,0.344288511951,0.570349124929,0.128939622937,0.434440423108,0.0695699218017,0.963832510031,0.592403290226,0
all,ring,4102,frozen,6,8,0.678364626903,0.709574331349,0.267762056864,0.645209219968,0.0695699218017,0.963832510031,0.592403290226,0
all,ring,4102,frozen,7,8,0.354784394447,0.438156402094,0.138822433927,0.286073942981,0.0649991012049,0.963832510031,0.66403641408,0.0764283877481
all,ring,4103,frozen,0,1,0.364407634636,0.881708318267,55542949.4899,0.611746723403,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,2,0.635687190692,0.71497229078,55542949.4899,0.397154935558,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,3,0.846739094642,0.679236832358,55542949.4899,0.370331086905,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,4,0.966735892382,0.761204603138,55542949.4899,0.476304258559,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,5,0.93563442018,0.672937850208,55542949.4899,0.362214318436,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,6,0.848416941005,0.701431484982,55542949.4899,0.378343960449,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,7,0.628821683033,0.899061653862,55542949.4899,0.630546003173,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,0,8,0.300295520149,0.170501416007,0.13534105406,1.56671087479e-16,0.0455991633513,1,0.222222221951,0.254625214583
all,ring,4103,frozen,1,2,0.322478024452,0.454704758269,0.1551262382,0.299866679425,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,3,0.622107454337,0.754818791492,0.324784502,0.73681773554,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,4,0.85093805769,0.974281271469,0.485439616659,0.970368172633,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,5,0.954433408175,0.938230417968,0.668287268181,0.940758448537,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,6,0.987999651772,0.90426879455,0.818543647208,0.862725955717,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,7,0.880566589517,0.884231286475,1,0.892156848255,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,1,8,0.639825720744,0.881708318267,55542949.4899,0.611746723403,0.0397833332635,1,0.777777770872,0.51972024633
all,ring,4103,frozen,2,3,0.336242031801,0.554345333019,0.1696582638,0.437897078613,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,4,0.629881779124,0.715729054701,0.330313378459,0.67816428115,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,5,0.837565425313,0.756406313219,0.513161029981,0.691192408207,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,6,0.974030467684,0.743449586056,0.663417409008,0.715575253956,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,7,0.98111370682,0.908549290575,0.8448737618,0.867647124527,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,2,8,0.852549387299,0.71497229078,55542949.4899,0.397154935558,0.0761590375408,1,0.777777772423,0.487674273886
all,ring,4103,frozen,3,4,0.327929749211,0.401313623791,0.160655114659,0.257211099307,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,5,0.620745291252,0.490835952063,0.343502766181,0.410407635833,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,6,0.848883528395,0.734009587079,0.493759145208,0.660458931889,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,7,0.974571660158,0.960589054428,0.675215498,0.966760768728,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,3,8,0.977560135725,0.679236832358,55542949.4899,0.370331086905,0.0747899112905,1,0.777777773442,0.386245766305
all,ring,4103,frozen,4,5,0.34733124654,0.42778939663,0.182847651522,0.29045472022,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,6,0.640642071996,0.691776650115,0.333104030549,0.645042898917,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,7,0.869150937299,1,0.514560383341,1,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,4,8,1,0.761204603138,55542949.4899,0.476304258559,0.0721660150393,1,0.777777773763,0.260081975068
all,ring,4103,frozen,5,6,0.317431232863,0.503377290271,0.150256379027,0.371838763793,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,5,7,0.616945051805,0.756209253992,0.331712731819,0.737984712974,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,5,8,0.861632051329,0.672937850208,55542949.4899,0.362214318436,0.0748245323403,1,0.777777773397,0.117214928625
all,ring,4103,frozen,6,7,0.346216163379,0.51149408167,0.181456352792,0.36766483499,0.0750833210072,1,0.777777772496,0.0322862586542
all,ring,4103,frozen,6,8,0.679453546055,0.701431484982,55542949.4899,0.378343960449,0.0750833210072,1,0.777777772496,0.0322862586542
all,ring,4103,frozen,7,8,0.381387583984,0.899061653862,55542949.4899,0.630546003173,0.0340105966932,1,0.777777770681,0
all,ring,4104,frozen,0,1,0.262862516637,0.204666265572,0.135618310495,0,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,2,0.591632049728,0.153664885229,0.362062704717,0,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,3,0.834444814861,0.974105196952,66044980.5553,0.695328873251,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,4,0.952821234741,0.799456018135,66044980.5553,0.454648602479,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,5,0.952585267838,0.857153077173,66044980.5553,0.536522976827,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,6,0.808698287273,0.844585858139,66044980.5553,0.524769536173,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,7,0.585201916905,0.815896318495,66044980.5553,0.474622856335,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,0,8,0.371657220926,0.926771933961,66044980.5553,0.637929219856,0.054110179857,1,0.333333332496,0.761460077672
all,ring,4104,frozen,1,2,0.343989262449,0.209450807345,0.226444394222,0,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,3,0.640940045088,1,66044980.5553,0.695328873251,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,4,0.835871980505,0.789563308737,66044980.5553,0.454648602479,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,5,0.919760546368,0.866852576091,66044980.5553,0.536522976827,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,6,0.87458476761,0.861630172385,66044980.5553,0.524769536173,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,7,0.742531393309,0.807239330079,66044980.5553,0.474622856335,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,1,8,0.600208883096,0.953893944152,66044980.5553,0.637929219856,0.0865169488478,1,0.333333332724,0.761460077672
all,ring,4104,frozen,2,3,0.355778500651,0.970890970209,66044980.5553,0.695328873251,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,4,0.643133940354,0.804825971665,66044980.5553,0.454648602479,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,5,0.834483606011,0.863307092203,66044980.5553,0.536522976827,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,6,0.923417411677,0.851135813729,66044980.5553,0.524769536173,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,7,0.916408808502,0.821348493826,66044980.5553,0.474622856335,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,2,8,0.866978981754,0.930551681492,66044980.5553,0.637929219856,0.0324067689908,1,0.333333332343,0.761460077672
all,ring,4104,frozen,3,4,0.334132863562,0.593663982657,0.211219978053,0.48893498113,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,5,0.604217836296,0.861048914086,0.389172705587,0.886892189761,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,6,0.816574068549,0.986143067957,0.621248030377,1,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,7,0.940866563823,0.874510635079,0.840202511841,0.863155897144,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,3,8,1,0.87167383619,1,0.871073789628,0.0347425998262,1,0.666666661516,0.328757968936
all,ring,4104,frozen,4,5,0.308522910826,0.518795404453,0.177952727533,0.402297298039,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,6,0.608986758207,0.622485183367,0.410028052324,0.56570089866,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,7,0.840135111332,0.714124636358,0.628982533787,0.666233975689,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,4,8,0.993967784732,0.853241953133,0.788780021947,0.839044534843,0.0759801311332,1,0.666666662937,0.301974234124
all,ring,4104,frozen,5,6,0.347400973307,0.408693944519,0.23207532479,0.268340465305,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,5,7,0.650481301755,0.702959233979,0.451029806254,0.67114213311,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,5,8,0.874679409714,0.940431904116,0.610827294413,0.940654855662,0.0728580027183,1,0.666666663536,0.23544612445
all,ring,4104,frozen,6,7,0.339261672278,0.601714901214,0.218954481464,0.503468922389,0.065135798998,1,0.666666663536,0.115560171487
all,ring,4104,frozen,6,8,0.611445082693,0.78847260151,0.378751969623,0.79708387176,0.065135798998,1,0.666666663536,0.115560171487
all,ring,4104,frozen,7,8,0.291293995957,0.43808571877,0.159797488159,0.29551983465,0.0794380217249,1,0.666666662799,0.0238563982199
all,ring,4101,frozen,0,1,0.324830267822,0.500309783617,0.115703907932,0.342179551054,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,2,0.626580443151,0.805685767394,0.240053263078,0.780887358885,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,3,0.836242602563,0.995099602651,0.36562310747,0.96602019758,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,4,0.994938971092,0.93238078281,0.486521413617,0.907091935955,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,5,1,0.890878893426,0.616134531872,0.837658211259,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,6,0.894239985696,0.824884267567,0.747590081518,0.763793591022,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,7,0.673421601683,0.884343002383,0.883732403739,0.813659473263,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,0,8,0.396021331162,0.994424095928,1,1,0.0403404637243,0.961580260075,0.504960143419,0.71472958172
all,ring,4101,frozen,1,2,0.336183395177,0.571727349968,0.124349355146,0.441983594435,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,3,0.623318872033,0.708990297042,0.249919199538,0.650568480767,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,4,0.869693099803,0.765062558858,0.370817505685,0.68138936132,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,5,0.985866683717,0.819627875495,0.50043062394,0.762462724669,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,6,0.993558635753,0.808348126192,0.631886173586,0.729981743616,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,7,0.875298651854,0.737322721578,0.768028495807,0.679719222923,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,1,8,0.671797700943,0.883520532182,0.884296092068,0.812536572689,0.077876237796,0.961580260075,0.594952071811,0.687679194647
all,ring,4101,frozen,2,3,0.337692835242,0.414725947048,0.125569844392,0.264884227195,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,4,0.647914288216,0.583000315377,0.24646815054,0.509055603551,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,5,0.866843870777,0.853507645494,0.376081268795,0.808043749336,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,6,0.991138523214,0.866333236149,0.507536818441,0.845224105312,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,7,0.991571838188,0.794920504977,0.643679140661,0.71544875077,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,2,8,0.886075075093,0.818953714379,0.759946736922,0.756335356546,0.074706715258,0.961580260075,0.664035046892,0.601260654436
all,ring,4101,frozen,3,4,0.331795356032,0.48726407987,0.120898306147,0.355643857161,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,5,0.619784498202,0.760791462732,0.250511424402,0.736969593312,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,6,0.842218322823,0.871819577777,0.381966974048,0.829143992705,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,7,0.961242524952,0.817986347055,0.518109296269,0.761662481272,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,3,8,0.969581445802,0.885761799784,0.63437689253,0.830604837189,0.0757781760554,0.961580260075,0.705891661689,0.483207693541
all,ring,4101,frozen,4,5,0.342544775136,0.526501852238,0.129613118255,0.403352786797,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,6,0.649204531478,0.624942578091,0.261068667901,0.55958777452,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,7,0.878235327786,0.770951780011,0.397210990121,0.689821183413,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,4,8,0.997510291878,0.920738617482,0.513478586383,0.892583949937,0.0746186306562,0.961580260075,0.719324806817,0.363993724385
all,ring,4101,frozen,5,6,0.344683726163,0.413041576201,0.131455549646,0.262874341966,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,5,7,0.650878058016,0.720239376614,0.267597871866,0.663109956673,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,5,8,0.866268868168,1,0.383865468128,0.973888817404,0.0715180694367,0.961580260075,0.704923349233,0.23773415966
all,ring,4101,frozen,6,7,0.349935992628,0.600995521288,0.13614232222,0.477789040153,0.0697910109854,0.961580260075,0.661104832684,0.118268663999
all,ring,4101,frozen,6,8,0.638150872189,0.832454452105,0.252409918482,0.815174984805,0.0697910109854,0.961580260075,0.661104832684,0.118268663999
all,ring,4101,frozen,7,8,0.32560840672,0.498148207789,0.116267596261,0.340826505168,0.0744292225041,0.961580260075,0.585470209228,0.0267741595733
all,ring,4102,frozen,0,1,0.347162410557,0.55309687149,0.131544498175,0.427530036652,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,2,0.659435787457,0.647189086274,0.26302952436,0.579572303996,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,3,0.88785134006,0.770424552498,0.396427813471,0.689391916577,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,4,0.982682552541,0.916955397771,0.508700210938,0.882420749102,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,5,0.983239961256,0.937691050918,0.491299789062,0.905813191596,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,6,0.87413991998,0.761712910135,0.370166718041,0.675090012294,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,7,0.610458819267,0.582734936622,0.241227095104,0.498131758742,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,0,8,0.30926099902,0.448076826335,0.102404661177,0.30413626854,0.0754628914496,0.963832510031,0.721688854408,0.340010501994
all,ring,4102,frozen,1,2,0.34709769653,0.413625196802,0.131485026184,0.263275486698,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,3,0.650896088338,0.724597001496,0.264883315295,0.664533756421,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,4,0.846326672698,1,0.377155712763,0.973536094299,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,5,0.973892706941,0.88865665796,0.622844287237,0.831679402606,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,6,0.984166248333,0.828682733548,0.501711216216,0.767209191863,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,7,0.8214959191,0.865002631699,0.372771593279,0.816897619062,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,1,8,0.617554600303,0.748382562268,0.233949159352,0.713310426021,0.0660784550063,0.963832510031,0.707072799055,0.485045739178
all,ring,4102,frozen,2,3,0.349159136947,0.606549222299,0.133398289111,0.481985595776,0.065619423841,0.963832510031,0.663244456994,0.522735334682
all,ring,4102,frozen,2,4,0.626541004715,0.836739589998,0.245670686579,0.817340647556,0.065619423841,0.963832510031,0.663244456994,0.522735334682
