condition,seed,refinement_level,setting_left,setting_right,G,expected_relation,holdout_edge
known_positive,3101,1,beta,gamma,0.968414036771,1,False
known_positive,3101,1,beta,delta,-0.00370211897293,0,False
known_positive,3101,1,beta,epsilon,0.0312327821698,0,False
known_positive,3101,1,beta,zeta,0.0224494234584,0,False
known_positive,3101,1,gamma,alpha,-0.0195926908442,0,False
known_positive,3101,1,gamma,beta,-0.968414036771,-1,False
known_positive,3101,1,gamma,gamma,-1.69871423296e-18,0,False
known_positive,3101,1,gamma,delta,1.00328863944,1,True
known_positive,3101,1,gamma,epsilon,0.00885350439974,0,False
known_positive,3101,1,gamma,zeta,-0.346414635028,-0.35,False
known_positive,3101,1,delta,alpha,-0.418424821143,-0.45,False
known_positive,3101,1,delta,beta,0.00370211897293,0,False
known_positive,3101,1,delta,gamma,-1.00328863944,-1,False
known_positive,3101,1,delta,delta,0,0,False
known_positive,3101,1,delta,epsilon,0.9761122424,1,False
known_positive,3101,1,delta,zeta,0.0155137163827,0,False
known_positive,3101,1,epsilon,alpha,-0.00927755323667,0,False
known_positive,3101,1,epsilon,beta,-0.0312327821698,0,False
known_positive,3101,1,epsilon,gamma,-0.00885350439974,0,False
known_positive,3101,1,epsilon,delta,-0.9761122424,-1,False
known_positive,3101,1,epsilon,epsilon,0,0,False
known_positive,3101,1,epsilon,zeta,1.002349786,1,True
known_positive,3101,1,zeta,alpha,0.993982013521,1,False
known_positive,3101,1,zeta,beta,-0.0224494234584,0,False
known_positive,3101,1,zeta,gamma,0.346414635028,0.35,False
known_positive,3101,1,zeta,delta,-0.0155137163827,0,False
known_positive,3101,1,zeta,epsilon,-1.002349786,-1,False
known_positive,3101,1,zeta,zeta,0,0,False
known_positive,3101,2,alpha,alpha,8.5889506582e-19,0,False
known_positive,3101,2,alpha,beta,1.00929675777,1,True
known_positive,3101,2,alpha,gamma,0.00348959898515,0,False
known_positive,3101,2,alpha,delta,0.456696919387,0.45,False
known_positive,3101,2,alpha,epsilon,0.0186642741672,0,False
known_positive,3101,2,alpha,zeta,-1.0037606007,-1,False
known_positive,3101,2,beta,alpha,-1.00929675777,-1,False
known_positive,3101,2,beta,beta,1.33383426485e-18,0,False
known_positive,3101,2,beta,gamma,1.00003506577,1,False
known_positive,3101,2,beta,delta,0.00650549109987,0,False
known_positive,3101,2,beta,epsilon,0.00489957937882,0,False
known_positive,3101,2,beta,zeta,-0.0118862270958,0,False
known_positive,3101,2,gamma,alpha,-0.00348959898515,0,False
known_positive,3101,2,gamma,beta,-1.00003506577,-1,False
known_positive,3101,2,gamma,gamma,0,0,False
known_positive,3101,2,gamma,delta,0.996413693849,1,True
known_positive,3101,2,gamma,epsilon,0.0270418088038,0,False
known_positive,3101,2,gamma,zeta,-0.319557015537,-0.35,False
known_positive,3101,2,delta,alpha,-0.456696919387,-0.45,False
known_positive,3101,2,delta,beta,-0.00650549109987,0,False
known_positive,3101,2,delta,gamma,-0.996413693849,-1,False
known_positive,3101,2,delta,delta,1.76776021793e-18,0,False
known_positive,3101,2,delta,epsilon,1.01023677389,1,False
known_positive,3101,2,delta,zeta,-0.030551926039,0,False
known_positive,3101,2,epsilon,alpha,-0.0186642741672,0,False
known_positive,3101,2,epsilon,beta,-0.00489957937882,0,False
known_positive,3101,2,epsilon,gamma,-0.0270418088038,0,False
known_positive,3101,2,epsilon,delta,-1.01023677389,-1,False
known_positive,3101,2,epsilon,epsilon,-1.71827004468e-18,0,False
known_positive,3101,2,epsilon,zeta,0.991102769697,1,True
known_positive,3101,2,zeta,alpha,1.0037606007,1,False
known_positive,3101,2,zeta,beta,0.0118862270958,0,False
known_positive,3101,2,zeta,gamma,0.319557015537,0.35,False
known_positive,3101,2,zeta,delta,0.030551926039,0,False
known_positive,3101,2,zeta,epsilon,-0.991102769697,-1,False
known_positive,3101,2,zeta,zeta,1.7347485204e-18,0,False
known_positive,3101,3,alpha,alpha,0,0,False
known_positive,3101,3,alpha,beta,1.01669787677,1,True
known_positive,3101,3,alpha,gamma,-0.0102338732722,0,False
known_positive,3101,3,alpha,delta,0.415629106987,0.45,False
known_positive,3101,3,alpha,epsilon,-0.0195084652652,0,False
known_positive,3101,3,alpha,zeta,-1.00072684545,-1,False
known_positive,3101,3,beta,alpha,-1.01669787677,-1,False
known_positive,3101,3,beta,beta,1.7289546526e-18,0,False
known_positive,3101,3,beta,gamma,0.984822637995,1,False
known_positive,3101,3,beta,delta,-0.0200634613299,0,False
known_positive,3101,3,beta,epsilon,-0.00393109610132,0,False
known_positive,3101,3,beta,zeta,0.00693841890652,0,False
known_positive,3101,3,gamma,alpha,0.0102338732722,0,False
known_positive,3101,3,gamma,beta,-0.984822637995,-1,False
known_positive,3101,3,gamma,gamma,-4.41200637633e-19,0,False
known_positive,3101,3,gamma,delta,0.999253896139,1,True
known_positive,3101,3,gamma,epsilon,-0.00420972111532,0,False
known_positive,3101,3,gamma,zeta,-0.334522953946,-0.35,False
known_positive,3101,3,delta,alpha,-0.415629106987,-0.45,False
known_positive,3101,3,delta,beta,0.0200634613299,0,False
known_positive,3101,3,delta,gamma,-0.999253896139,-1,False
known_positive,3101,3,delta,delta,-1.74317581262e-18,0,False
known_positive,3101,3,delta,epsilon,0.992912386473,1,False
known_positive,3101,3,delta,zeta,0.00785207325865,0,False
known_positive,3101,3,epsilon,alpha,0.0195084652652,0,False
known_positive,3101,3,epsilon,beta,0.00393109610132,0,False
known_positive,3101,3,epsilon,gamma,0.00420972111532,0,False
known_positive,3101,3,epsilon,delta,-0.992912386473,-1,False
known_positive,3101,3,epsilon,epsilon,1.72541038396e-18,0,False
known_positive,3101,3,epsilon,zeta,1.00216361487,1,True
known_positive,3101,3,zeta,alpha,1.00072684545,1,False
known_positive,3101,3,zeta,beta,-0.00693841890652,0,False
known_positive,3101,3,zeta,gamma,0.334522953946,0.35,False
known_positive,3101,3,zeta,delta,-0.00785207325865,0,False
known_positive,3101,3,zeta,epsilon,-1.00216361487,-1,False
known_positive,3101,3,zeta,zeta,-1.74319333974e-18,0,False
known_positive,3102,0,alpha,alpha,-1.32228236381e-18,0,False
known_positive,3102,0,alpha,beta,1.00720376109,1,True
known_positive,3102,0,alpha,gamma,-0.0114753371503,0,False
known_positive,3102,0,alpha,delta,0.425039686909,0.45,False
known_positive,3102,0,alpha,epsilon,-0.0226659481698,0,False
known_positive,3102,0,alpha,zeta,-0.99920723214,-1,False
known_positive,3102,0,beta,alpha,-1.00720376109,-1,False
known_positive,3102,0,beta,beta,-1.31227883803e-18,0,False
known_positive,3102,0,beta,gamma,1.00446002443,1,False
known_positive,3102,0,beta,delta,-0.000816466870916,0,False
known_positive,3102,0,beta,epsilon,-0.00637676690598,0,False
known_positive,3102,0,beta,zeta,-0.0131326808703,0,False
known_positive,3102,0,gamma,alpha,0.0114753371503,0,False
known_positive,3102,0,gamma,beta,-1.00446002443,-1,False
known_positive,3102,0,gamma,gamma,1.74931921534e-18,0,False
known_positive,3102,0,gamma,delta,0.972518144155,1,True
known_positive,3102,0,gamma,epsilon,-0.0151499703689,0,False
known_positive,3102,0,gamma,zeta,-0.319598720022,-0.35,False
known_positive,3102,0,delta,alpha,-0.425039686909,-0.45,False
known_positive,3102,0,delta,beta,0.000816466870916,0,False
known_positive,3102,0,delta,gamma,-0.972518144155,-1,False
known_positive,3102,0,delta,delta,3.51147536133e-18,0,False
known_positive,3102,0,delta,epsilon,0.978252091994,1,False
known_positive,3102,0,delta,zeta,0.0151516311709,0,False
known_positive,3102,0,epsilon,alpha,0.0226659481698,0,False
known_positive,3102,0,epsilon,beta,0.00637676690598,0,False
known_positive,3102,0,epsilon,gamma,0.0151499703689,0,False
known_positive,3102,0,epsilon,delta,-0.978252091994,-1,False
known_positive,3102,0,epsilon,epsilon,8.75908548144e-19,0,False
known_positive,3102,0,epsilon,zeta,0.972809417611,1,True
known_positive,3102,0,zeta,alpha,0.99920723214,1,False
known_positive,3102,0,zeta,beta,0.0131326808703,0,False
known_positive,3102,0,zeta,gamma,0.319598720022,0.35,False
known_positive,3102,0,zeta,delta,-0.0151516311709,0,False
known_positive,3102,0,zeta,epsilon,-0.972809417611,-1,False
known_positive,3102,0,zeta,zeta,-1.7399105314e-18,0,False
known_positive,3102,1,alpha,alpha,0,0,False
known_positive,3102,1,alpha,beta,0.991695416968,1,True
known_positive,3102,1,alpha,gamma,0.0044355545568,0,False
known_positive,3102,1,alpha,delta,0.474373346437,0.45,False
known_positive,3102,1,alpha,epsilon,-0.00794914574474,0,False
known_positive,3102,1,alpha,zeta,-0.976900185542,-1,False
known_positive,3102,1,beta,alpha,-0.991695416968,-1,False
known_positive,3102,1,beta,beta,0,0,False
known_positive,3102,1,beta,gamma,1.00422325904,1,False
known_positive,3102,1,beta,delta,-0.0179985039091,0,False
known_positive,3102,1,beta,epsilon,0.00414489628085,0,False
known_positive,3102,1,beta,zeta,-0.0163471353474,0,False
known_positive,3102,1,gamma,alpha,-0.0044355545568,0,False
known_positive,3102,1,gamma,beta,-1.00422325904,-1,False
known_positive,3102,1,gamma,gamma,1.73322297096e-18,0,False
known_positive,3102,1,gamma,delta,0.998819996744,1,True
known_positive,3102,1,gamma,epsilon,-0.00609165704705,0,False
known_positive,3102,1,gamma,zeta,-0.358910179683,-0.35,False
known_positive,3102,1,delta,alpha,-0.474373346437,-0.45,False
known_positive,3102,1,delta,beta,0.0179985039091,0,False
known_positive,3102,1,delta,gamma,-0.998819996744,-1,False
known_positive,3102,1,delta,delta,3.40604216222e-18,0,False
known_positive,3102,1,delta,epsilon,1.0043717108,1,False
known_positive,3102,1,delta,zeta,0.00698451184226,0,False
known_positive,3102,1,epsilon,alpha,0.00794914574474,0,False
known_positive,3102,1,epsilon,beta,-0.00414489628085,0,False
known_positive,3102,1,epsilon,gamma,0.00609165704705,0,False
known_positive,3102,1,epsilon,delta,-1.0043717108,-1,False
known_positive,3102,1,epsilon,epsilon,1.74164640784e-18,0,False
known_positive,3102,1,epsilon,zeta,0.997754082984,1,True
known_positive,3102,1,zeta,alpha,0.976900185542,1,False
known_positive,3102,1,zeta,beta,0.0163471353474,0,False
known_positive,3102,1,zeta,gamma,0.358910179683,0.35,False
known_positive,3102,1,zeta,delta,-0.00698451184226,0,False
known_positive,3102,1,zeta,epsilon,-0.997754082984,-1,False
known_positive,3102,1,zeta,zeta,1.70374554688e-18,0,False
known_positive,3102,2,alpha,alpha,0,0,False
known_positive,3102,2,alpha,beta,1.01167211126,1,True
known_positive,3102,2,alpha,gamma,-0.0306923081953,0,False
known_positive,3102,2,alpha,delta,0.455419898948,0.45,False
known_positive,3102,2,alpha,epsilon,-0.000749658557746,0,False
known_positive,3102,2,alpha,zeta,-1.01223247517,-1,False
known_positive,3102,2,beta,alpha,-1.01167211126,-1,False
known_positive,3102,2,beta,beta,-9.58808834416e-19,0,False
known_positive,3102,2,beta,gamma,0.996365237321,1,False
known_positive,3102,2,beta,delta,0.00685232310531,0,False
known_positive,3102,2,beta,epsilon,-0.0183725564404,0,False
known_positive,3102,2,beta,zeta,-0.000505666936714,0,False
known_positive,3102,2,gamma,alpha,0.0306923081953,0,False
known_positive,3102,2,gamma,beta,-0.996365237321,-1,False
known_positive,3102,2,gamma,gamma,1.28209567617e-18,0,False
known_positive,3102,2,gamma,delta,0.979678424425,1,True
known_positive,3102,2,gamma,epsilon,0.00241912901013,0,False
known_positive,3102,2,gamma,zeta,-0.338904467641,-0.35,False
known_positive,3102,2,delta,alpha,-0.455419898948,-0.45,False
known_positive,3102,2,delta,beta,-0.00685232310531,0,False
known_positive,3102,2,delta,gamma,-0.979678424425,-1,False
known_positive,3102,2,delta,delta,0,0,False
known_positive,3102,2,delta,epsilon,1.00092210277,1,False
known_positive,3102,2,delta,zeta,-0.0169718609143,0,False
known_positive,3102,2,epsilon,alpha,0.000749658557746,0,False
known_positive,3102,2,epsilon,beta,0.0183725564404,0,False
known_positive,3102,2,epsilon,gamma,-0.00241912901013,0,False
known_positive,3102,2,epsilon,delta,-1.00092210277,-1,False
known_positive,3102,2,epsilon,epsilon,0,0,False
known_positive,3102,2,epsilon,zeta,0.996455997024,1,True
known_positive,3102,2,zeta,alpha,1.01223247517,1,False
known_positive,3102,2,zeta,beta,0.000505666936714,0,False
known_positive,3102,2,zeta,gamma,0.338904467641,0.35,False
known_positive,3102,2,zeta,delta,0.0169718609143,0,False
known_positive,3102,2,zeta,epsilon,-0.996455997024,-1,False
known_positive,3102,2,zeta,zeta,-8.60929933337e-19,0,False
known_positive,3102,3,alpha,alpha,0,0,False
known_positive,3102,3,alpha,beta,1.00544146937,1,True
known_positive,3102,3,alpha,gamma,-0.00804175752158,0,False
known_positive,3102,3,alpha,delta,0.469150923241,0.45,False
known_positive,3102,3,alpha,epsilon,-0.0176936727771,0,False
known_positive,3102,3,alpha,zeta,-0.998094422685,-1,False
known_positive,3102,3,beta,alpha,-1.00544146937,-1,False
known_positive,3102,3,beta,beta,-6.66625437314e-20,0,False
known_positive,3102,3,beta,gamma,0.976692974684,1,False
known_positive,3102,3,beta,delta,0.0106696937648,0,False
known_positive,3102,3,beta,epsilon,0.0115375546228,0,False
known_positive,3102,3,beta,zeta,-0.0244560850074,0,False
known_positive,3102,3,gamma,alpha,0.00804175752158,0,False
known_positive,3102,3,gamma,beta,-0.976692974684,-1,False
known_positive,3102,3,gamma,gamma,0,0,False
known_positive,3102,3,gamma,delta,1.00087898581,1,True
known_positive,3102,3,gamma,epsilon,0.0115873357256,0,False
known_positive,3102,3,gamma,zeta,-0.350667993377,-0.35,False
known_positive,3102,3,delta,alpha,-0.469150923241,-0.45,False
known_positive,3102,3,delta,beta,-0.0106696937648,0,False
known_positive,3102,3,delta,gamma,-1.00087898581,-1,False
known_positive,3102,3,delta,delta,-8.66679176183e-19,0,False
known_positive,3102,3,delta,epsilon,0.992305639243,1,False
known_positive,3102,3,delta,zeta,0.00201014390693,0,False
known_positive,3102,3,epsilon,alpha,0.0176936727771,0,False
known_positive,3102,3,epsilon,beta,-0.0115375546228,0,False
known_positive,3102,3,epsilon,gamma,-0.0115873357256,0,False
known_positive,3102,3,epsilon,delta,-0.992305639243,-1,False
known_positive,3102,3,epsilon,epsilon,-8.86066368177e-19,0,False
known_positive,3102,3,epsilon,zeta,0.981235723932,1,True
known_positive,3102,3,zeta,alpha,0.998094422685,1,False
known_positive,3102,3,zeta,beta,0.0244560850074,0,False
known_positive,3102,3,zeta,gamma,0.350667993377,0.35,False
known_positive,3102,3,zeta,delta,-0.00201014390693,0,False
known_positive,3102,3,zeta,epsilon,-0.981235723932,-1,False
known_positive,3102,3,zeta,zeta,-1.63612510441e-18,0,False
known_positive,3103,0,alpha,alpha,-1.71270598063e-18,0,False
known_positive,3103,0,alpha,beta,1.00285220403,1,True
known_positive,3103,0,alpha,gamma,-0.0200198731034,0,False
known_positive,3103,0,alpha,delta,0.445775597187,0.45,False
known_positive,3103,0,alpha,epsilon,-0.0331431845717,0,False
known_positive,3103,0,alpha,zeta,-1.00326694773,-1,False
known_positive,3103,0,beta,alpha,-1.00285220403,-1,False
known_positive,3103,0,beta,beta,0,0,False
known_positive,3103,0,beta,gamma,1.01147345957,1,False
known_positive,3103,0,beta,delta,-0.00277449658736,0,False
known_positive,3103,0,beta,epsilon,0.00562764330777,0,False
known_positive,3103,0,beta,zeta,-0.00352312170251,0,False
known_positive,3103,0,gamma,alpha,0.0200198731034,0,False
known_positive,3103,0,gamma,beta,-1.01147345957,-1,False
known_positive,3103,0,gamma,gamma,-1.72540797074e-18,0,False
known_positive,3103,0,gamma,delta,0.994190789585,1,True
known_positive,3103,0,gamma,epsilon,-0.0173136827366,0,False
known_positive,3103,0,gamma,zeta,-0.351104408687,-0.35,False
known_positive,3103,0,delta,alpha,-0.445775597187,-0.45,False
known_positive,3103,0,delta,beta,0.00277449658736,0,False
known_positive,3103,0,delta,gamma,-0.994190789585,-1,False
known_positive,3103,0,delta,delta,0,0,False
known_positive,3103,0,delta,epsilon,1.0040291388,1,False
known_positive,3103,0,delta,zeta,-0.0231902946833,0,False
known_positive,3103,0,epsilon,alpha,0.0331431845717,0,False
known_positive,3103,0,epsilon,beta,-0.00562764330777,0,False
known_positive,3103,0,epsilon,gamma,0.0173136827366,0,False
known_positive,3103,0,epsilon,delta,-1.0040291388,-1,False
known_positive,3103,0,epsilon,epsilon,0,0,False
known_positive,3103,0,epsilon,zeta,1.02021879989,1,True
known_positive,3103,0,zeta,alpha,1.00326694773,1,False
known_positive,3103,0,zeta,beta,0.00352312170251,0,False
known_positive,3103,0,zeta,gamma,0.351104408687,0.35,False
known_positive,3103,0,zeta,delta,0.0231902946833,0,False
known_positive,3103,0,zeta,epsilon,-1.02021879989,-1,False
known_positive,3103,0,zeta,zeta,7.03605066961e-18,0,False
known_positive,3103,1,alpha,alpha,2.20556252549e-18,0,False
known_positive,3103,1,alpha,beta,0.995023241853,1,True
known_positive,3103,1,alpha,gamma,-0.0213148573169,0,False
known_positive,3103,1,alpha,delta,0.438145864493,0.45,False
known_positive,3103,1,alpha,epsilon,0.0101403185964,0,False
known_positive,3103,1,alpha,zeta,-1.00126807229,-1,False
known_positive,3103,1,beta,alpha,-0.995023241853,-1,False
known_positive,3103,1,beta,beta,3.1031190998e-19,0,False
known_positive,3103,1,beta,gamma,0.997851529983,1,False
known_positive,3103,1,beta,delta,0.0171507673521,0,False
known_positive,3103,1,beta,epsilon,-0.000314724500984,0,False
known_positive,3103,1,beta,zeta,-0.00467895793206,0,False
known_positive,3103,1,gamma,alpha,0.0213148573169,0,False
known_positive,3103,1,gamma,beta,-0.997851529983,-1,False
known_positive,3103,1,gamma,gamma,4.27951678162e-19,0,False
known_positive,3103,1,gamma,delta,1.0032008139,1,True
known_positive,3103,1,gamma,epsilon,0.0114841011615,0,False
known_positive,3103,1,gamma,zeta,-0.354718667518,-0.35,False
known_positive,3103,1,delta,alpha,-0.438145864493,-0.45,False
known_positive,3103,1,delta,beta,-0.0171507673521,0,False
known_positive,3103,1,delta,gamma,-1.0032008139,-1,False
known_positive,3103,1,delta,delta,2.77104011437e-19,0,False
known_positive,3103,1,delta,epsilon,0.983972971591,1,False
known_positive,3103,1,delta,zeta,0.027488742098,0,False
known_positive,3103,1,epsilon,alpha,-0.0101403185964,0,False
known_positive,3103,1,epsilon,beta,0.000314724500984,0,False
known_positive,3103,1,epsilon,gamma,-0.0114841011615,0,False
known_positive,3103,1,epsilon,delta,-0.983972971591,-1,False
known_positive,3103,1,epsilon,epsilon,6.46481357354e-19,0,False
known_positive,3103,1,epsilon,zeta,1.01003991731,1,True
known_positive,3103,1,zeta,alpha,1.00126807229,1,False
known_positive,3103,1,zeta,beta,0.00467895793206,0,False
known_positive,3103,1,zeta,gamma,0.354718667518,0.35,False
known_positive,3103,1,zeta,delta,-0.027488742098,0,False
known_positive,3103,1,zeta,epsilon,-1.01003991731,-1,False
known_positive,3103,1,zeta,zeta,-6.9662116355e-18,0,False
known_positive,3103,2,alpha,alpha,3.46842058279e-18,0,False
known_positive,3103,2,alpha,beta,1.00693489554,1,True
known_positive,3103,2,alpha,gamma,0.00396146778388,0,False
known_positive,3103,2,alpha,delta,0.454023889064,0.45,False
known_positive,3103,2,alpha,epsilon,0.0193008725202,0,False
known_positive,3103,2,alpha,zeta,-0.997155117477,-1,False
known_positive,3103,2,beta,alpha,-1.00693489554,-1,False
known_positive,3103,2,beta,beta,-4.3519983954e-19,0,False
known_positive,3103,2,beta,gamma,1.00278275005,1,False
known_positive,3103,2,beta,delta,0.0178623089426,0,False
known_positive,3103,2,beta,epsilon,0.0187114376713,0,False
known_positive,3103,2,beta,zeta,0.0105070887433,0,False
known_positive,3103,2,gamma,alpha,-0.00396146778388,0,False
known_positive,3103,2,gamma,beta,-1.00278275005,-1,False
known_positive,3103,2,gamma,gamma,8.71127747865e-19,0,False
known_positive,3103,2,gamma,delta,1.00849280526,1,True
known_positive,3103,2,gamma,epsilon,-0.00345060034274,0,False
known_positive,3103,2,gamma,zeta,-0.352829597396,-0.35,False
known_positive,3103,2,delta,alpha,-0.454023889064,-0.45,False
known_positive,3103,2,delta,beta,-0.0178623089426,0,False
known_positive,3103,2,delta,gamma,-1.00849280526,-1,False
known_positive,3103,2,delta,delta,0,0,False
known_positive,3103,2,delta,epsilon,1.00204721401,1,False
known_positive,3103,2,delta,zeta,0.0108157973899,0,False
known_positive,3103,2,epsilon,alpha,-0.0193008725202,0,False
known_positive,3103,2,epsilon,beta,-0.0187114376713,0,False
known_positive,3103,2,epsilon,gamma,0.00345060034274,0,False
known_positive,3103,2,epsilon,delta,-1.00204721401,-1,False
known_positive,3103,2,epsilon,epsilon,-1.70299922508e-18,0,False
known_positive,3103,2,epsilon,zeta,0.997091517517,1,True
known_positive,3103,2,zeta,alpha,0.997155117477,1,False
known_positive,3103,2,zeta,beta,-0.0105070887433,0,False
known_positive,3103,2,zeta,gamma,0.352829597396,0.35,False
known_positive,3103,2,zeta,delta,-0.0108157973899,0,False
known_positive,3103,2,zeta,epsilon,-0.997091517517,-1,False
known_positive,3103,2,zeta,zeta,2.12283936816e-18,0,False
known_positive,3103,3,alpha,alpha,0,0,False
known_positive,3103,3,alpha,beta,0.987363029115,1,True
known_positive,3103,3,alpha,gamma,0.00594159623817,0,False
known_positive,3103,3,alpha,delta,0.446841549709,0.45,False
known_positive,3103,3,alpha,epsilon,0.00253717438891,0,False
known_positive,3103,3,alpha,zeta,-0.990022686461,-1,False
known_positive,3103,3,beta,alpha,-0.987363029115,-1,False
known_positive,3103,3,beta,beta,0,0,False
known_positive,3103,3,beta,gamma,1.00378179341,1,False
known_positive,3103,3,beta,delta,0.017355984963,0,False
known_positive,3103,3,beta,epsilon,0.00877493753322,0,False
known_positive,3103,3,beta,zeta,-0.0197334281916,0,False
known_positive,3103,3,gamma,alpha,-0.00594159623817,0,False
known_positive,3103,3,gamma,beta,-1.00378179341,-1,False
known_positive,3103,3,gamma,gamma,0,0,False
known_positive,3103,3,gamma,delta,0.971468173223,1,True
known_positive,3103,3,gamma,epsilon,-0.0169668876491,0,False
known_positive,3103,3,gamma,zeta,-0.347439248496,-0.35,False
known_positive,3103,3,delta,alpha,-0.446841549709,-0.45,False
known_positive,3103,3,delta,beta,-0.017355984963,0,False
known_positive,3103,3,delta,gamma,-0.971468173223,-1,False
known_positive,3103,3,delta,delta,0,0,False
known_positive,3103,3,delta,epsilon,1.01517218711,1,False
known_positive,3103,3,delta,zeta,0.00363368161851,0,False
known_positive,3103,3,epsilon,alpha,-0.00253717438891,0,False
known_positive,3103,3,epsilon,beta,-0.00877493753322,0,False
known_positive,3103,3,epsilon,gamma,0.0169668876491,0,False
known_positive,3103,3,epsilon,delta,-1.01517218711,-1,False
known_positive,3103,3,epsilon,epsilon,-4.41673176475e-19,0,False
known_positive,3103,3,epsilon,zeta,1.00202897426,1,True
known_positive,3103,3,zeta,alpha,0.990022686461,1,False
known_positive,3103,3,zeta,beta,0.0197334281916,0,False
known_positive,3103,3,zeta,gamma,0.347439248496,0.35,False
known_positive,3103,3,zeta,delta,-0.00363368161851,0,False
known_positive,3103,3,zeta,epsilon,-1.00202897426,-1,False
known_positive,3103,3,zeta,zeta,3.52134208195e-18,0,False
semantic_permutation_control,3101,0,alpha,alpha,0,0,False
semantic_permutation_control,3101,0,alpha,beta,-0.327585172927,1,True
semantic_permutation_control,3101,0,alpha,gamma,-1.01017151097,0,False
semantic_permutation_control,3101,0,alpha,delta,0.00864749429038,0.45,False
semantic_permutation_control,3101,0,alpha,epsilon,-0.00739629451477,0,False
semantic_permutation_control,3101,0,alpha,zeta,1.00377507672,-1,False
semantic_permutation_control,3101,0,beta,alpha,0.327585172927,-1,False
semantic_permutation_control,3101,0,beta,beta,0,0,False
semantic_permutation_control,3101,0,beta,gamma,0.00754477783033,1,False
semantic_permutation_control,3101,0,beta,delta,-1.00083540571,0,False
semantic_permutation_control,3101,0,beta,epsilon,0.984347269447,0,False
semantic_permutation_control,3101,0,beta,zeta,-0.0256555865381,0,False
semantic_permutation_control,3101,0,gamma,alpha,1.01017151097,0,False
semantic_permutation_control,3101,0,gamma,beta,-0.00754477783033,-1,False
semantic_permutation_control,3101,0,gamma,gamma,-4.369846608e-19,0,False
semantic_permutation_control,3101,0,gamma,delta,-0.0173327347369,1,True
semantic_permutation_control,3101,0,gamma,epsilon,-1.00023581561,0,False
semantic_permutation_control,3101,0,gamma,zeta,0.00343420094696,-0.35,False
semantic_permutation_control,3101,0,delta,alpha,-0.00864749429038,-0.45,False
semantic_permutation_control,3101,0,delta,beta,1.00083540571,0,False
semantic_permutation_control,3101,0,delta,gamma,0.0173327347369,-1,False
semantic_permutation_control,3101,0,delta,delta,0,0,False
semantic_permutation_control,3101,0,delta,epsilon,-0.00933979870477,1,False
semantic_permutation_control,3101,0,delta,zeta,-0.989388793694,0,False
semantic_permutation_control,3101,0,epsilon,alpha,0.00739629451477,0,False
semantic_permutation_control,3101,0,epsilon,beta,-0.984347269447,0,False
semantic_permutation_control,3101,0,epsilon,gamma,1.00023581561,0,False
