control_name,split,family,seed,brier_score,log_loss,accuracy,status
label_permutation_control,calibration,ring,7102,0.650497475953,1.64265471917,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.271459066059,0.736090877593,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.462657859761,1.1400268848,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.789900551926,2.19609667818,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.500785215524,1.22984390925,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.419113240378,1.04239139641,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.660756284307,1.67594727047,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.923495316902,3.24385105597,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.0066475664686,0.0850488783299,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.0823761147983,0.338291242802,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.102447979073,0.385772720009,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.408048481487,1.01828670877,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.121709385278,0.429044001384,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.0834924491206,0.341013371695,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.446324446383,1.10284678206,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.00648962966252,0.0839885732213,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.025850318006,0.175282796122,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.216123366379,0.625284260786,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.53243422963,1.30815220096,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.00805737386571,0.0940501373335,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.0603013896258,0.281784050213,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.0901705334289,0.357080866131,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.022338259338,0.1618837102,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.940789190363,3.50465570592,0,DEGRADED
label_permutation_control,calibration,ring,7102,0.00402715484029,0.0655629047865,1,DEGRADED
label_permutation_control,calibration,ring,7102,0.0552478475851,0.267942985548,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.0667321587051,0.298845058589,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.32127151614,0.836574653333,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.0805900253738,0.333912867819,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.0534369880851,0.262878139698,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.37409541597,0.94580554003,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.808741561569,2.29561539565,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.0386861658396,0.219012086445,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.276819303319,0.7468353451,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.105351910597,0.392419953162,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.786034854699,2.17671103176,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.0881356576792,0.352222730343,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.412662886255,1.02830786259,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.667318330517,1.69769849354,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.00144588966,0.0387666662992,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.00632914969074,0.0828990658246,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.0792880754055,0.330702848177,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.0981202408916,0.375772585241,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.398752268133,0.99822866314,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.433320051074,1.07373579033,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.0798093829693,0.331990059635,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.111939897533,0.407328147482,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.843741738181,2.50781697492,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.701580912272,1.81771914158,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.21889125409,0.630845201027,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.525616969311,1.29096404178,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.824986169912,2.38909651845,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.0624838528836,0.28763901162,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.48264603195,1.18654982844,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.716725452283,1.87468287526,0,DEGRADED
label_permutation_control,calibration,ring,7103,0.000958826422054,0.0314544679999,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.00426521206882,0.0675388481055,1,DEGRADED
label_permutation_control,calibration,ring,7103,0.576670402618,1.42457033495,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.848027747286,2.53684293419,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.059534252754,0.279709166771,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.829788546863,2.41830239479,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.866680601458,2.67302317887,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.53049033999,1.30323225811,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.460999153145,1.1362181612,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.258397161318,0.709943062838,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.679308694492,1.73841883419,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.442455752599,1.0941427188,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.119649381555,0.424500716914,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.132668178952,0.452928534386,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.485938984002,1.19433024064,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.271051189865,0.735273708066,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.0195140708123,0.150465712765,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.0686549662265,0.303839811257,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.146790468482,0.483100933681,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.00999507548442,0.105333154243,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.49783022989,1.22271689537,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.0125972704961,0.119051097421,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.00765614162024,0.0915665148243,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.109186723956,0.401125753727,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.0693079659649,0.305525743106,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.192397348457,0.577377230209,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.608233824001,1.51364362096,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.362077744015,0.92062250611,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.0822685206486,0.338028300287,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.32529445264,0.844774826886,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.40499324745,1.01167560826,0,DEGRADED
label_permutation_control,holdout,grid,7101,0.17763607821,0.547263065409,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.012961000779,0.12086496999,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.0480972227479,0.247578147283,1,DEGRADED
label_permutation_control,holdout,grid,7101,0.313852651187,0.821493265305,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.00624438935703,0.0823185315051,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0594177364143,0.279393234801,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.00791524162326,0.0931768649953,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.00475547594944,0.0714529940694,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0792391942196,0.330582019245,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0963502738178,0.371648497248,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.253985949615,0.701119247669,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.667423201154,1.69804909809,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.116544749939,0.41761842803,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.436522313486,1.08086575271,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.395576590508,0.991415215122,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.0955625976939,0.369806510955,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.235957426602,0.665054485745,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0203895551048,0.154074682065,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0712846535268,0.310598472673,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.387989920085,0.975214031594,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.8047523598,2.27380238935,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.0907122406965,0.358368847104,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.782345364846,2.15850978286,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.00812042817742,0.0944353228536,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.450110972988,1.1114030504,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.0699281128244,0.307122134898,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.193706996512,0.580035608375,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.60985215017,1.5183653838,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.157460874599,0.505528677764,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.506842242933,1.24454669698,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.326997181981,0.848250553899,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.406786208542,1.01555303802,0,DEGRADED
label_permutation_control,holdout,grid,7102,0.175520416909,0.542921167069,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0127256732284,0.119694001824,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.0473266212648,0.245321199193,1,DEGRADED
label_permutation_control,holdout,grid,7102,0.31100506303,0.815717786439,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.00612206257519,0.0814743099073,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.574891738131,1.41971115561,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.00776183320946,0.0922263332165,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.00466131420967,0.0707163034854,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.52220465602,1.28242921475,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.469481158236,1.15577631254,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.248841301539,0.690829779483,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.672413894651,1.71484549756,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.113227824516,0.410216514452,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.430054773034,1.06649060394,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.401995065912,1.00520612489,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.483737647231,1.18912526618,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.229527005266,0.652177550424,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.0194758342448,0.150306565297,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.0685395453833,0.303541278467,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.380193257407,0.958671578345,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.0100081329016,0.105405690282,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.0867772840773,0.348961686734,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.0126135029521,0.119132529794,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.00766628227115,0.0916299993295,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.453643189771,1.1194184207,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.0711635939261,0.31028910157,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.310180129761,0.814045956806,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.613031644132,1.52768915365,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.370672545896,0.938610043335,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.0858150854822,0.346642748939,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.333636220814,0.861832182167,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.127278330816,0.441238753657,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.18185189073,0.55589439755,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.781603574166,2.15488487799,0,DEGRADED
label_permutation_control,holdout,grid,7103,0.0496471764925,0.252078745044,1,DEGRADED
label_permutation_control,holdout,grid,7103,0.319490786663,0.832949992916,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.674338312169,1.72138142148,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.483499350706,1.18856273753,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.832654577628,2.43610601289,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0481558081039,0.247749198376,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.0481558081039,0.247749198376,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.130534075464,0.448312586661,1,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7101,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.674338312169,1.72138142148,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.0481558081039,0.247749198376,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.130534075464,0.448312586661,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.192323957799,0.577228200776,1,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7102,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00478012116757,0.0716446919677,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0319762179047,0.197011673582,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.674338312169,1.72138142148,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.674338312169,1.72138142148,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.483499350706,1.18856273753,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.483499350706,1.18856273753,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0928169991879,0.363352653497,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.142090100501,0.473125947609,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.388193289256,0.975646956012,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.832654577628,2.43610601289,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.00765641036531,0.0915681977654,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0481558081039,0.247749198376,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.0481558081039,0.247749198376,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.609267174832,1.5166567614,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.130534075464,0.448312586661,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.130534075464,0.448312586661,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.407944079785,1.01806048582,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.130534075464,0.448312586661,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.192323957799,0.577228200776,1,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.31522884825,0.824287024305,0,DEGRADED
topology_destroyed_control,calibration,ring,7103,0.192323957799,0.577228200776,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.587407739607,1.45425333625,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0545571407462,0.266018042131,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.587407739607,1.45425333625,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.587407739607,1.45425333625,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.278912373603,0.751033851817,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.222669269762,0.6384288098,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.278912373603,0.751033851817,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.278912373603,0.751033851817,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.127753183869,0.442272941928,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.127753183869,0.442272941928,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.41290163601,1.02882756378,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.127753183869,0.442272941928,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.508148528567,1.24773444501,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0824577786958,0.338490747534,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0824577786958,0.338490747534,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.508148528567,1.24773444501,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0797285529386,0.331790641834,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.515003653758,1.26456375108,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0797285529386,0.331790641834,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0797285529386,0.331790641834,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.286924855078,0.767124606108,0,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.21561751341,0.624267463251,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.21561751341,0.624267463251,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.21561751341,0.624267463251,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0906673472959,0.358262190499,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0906673472959,0.358262190499,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0906673472959,0.358262190499,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0906673472959,0.358262190499,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0565551436214,0.271563679398,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0565551436214,0.271563679398,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0565551436214,0.271563679398,1,DEGRADED
topology_destroyed_control,holdout,grid,7101,0.0565551436214,0.271563679398,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.0545571407462,0.266018042131,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.0545571407462,0.266018042131,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.0545571407462,0.266018042131,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.0545571407462,0.266018042131,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.222669269762,0.6384288098,0,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.278912373603,0.751033851817,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.222669269762,0.6384288098,0,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.278912373603,0.751033851817,1,DEGRADED
topology_destroyed_control,holdout,grid,7102,0.41290163601,1.02882756378,0,DEGRADED
