pair_type,control_family,pair_index,left_observation_id,right_observation_id,component,normalized_value,robust_alt_value,normalization_reference,small_denominator_flag,artifact_flags,raw_values_json
target_target,target,1,obs_ea0aca853f3046642f451b7d,obs_8de73c59341ac382087fba03,d_time,0.1577853231292517,0.1689814583333333,rank distance plus event-time abs diff divided by tau scale 4.2,False,heuristic_rank_interpolation_present,"{""left_time_key_count"": 7, ""rank_distance"": 0.14285714285714285, ""right_time_key_count"": 7, ""shared_time_keys"": [""dispersion_half"", ""front_far"", ""front_near"", ""low_k_half"", ""radius_half"", ""spectral_half"", ""width_half""], ""time_distance_values"": [0.05026452380952381, 0.3015873809523809, 0.28571428571428564, 0.0, 0.5291004761904762, 0.007936428571428584, 0.03439142857142857]}"
target_target,target,1,obs_ea0aca853f3046642f451b7d,obs_8de73c59341ac382087fba03,d_addr,0.0,0.0,exact signature match else prefix/depth distance with minimum mismatch floor 0.25,False,,"{""depth_distance"": 0.0, ""left_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""prefix_distance"": 0.0, ""right_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""without_floor"": 0.0}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_inv,0.2134558758081538,0.14147462629720495,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""shell_latency_span"": {""abs_diff"": 0.0, ""default_normalized"": 0.0, ""left"": 3.0, ""right"": 3.0, ""symmetric_denominator"": 6.000000000001, ""symmetric_relative"": 0.0}, ""terminal_low_k_fraction"": {""abs_diff"": 0.043824708637999976, ""default_normalized"": 0.09592245183474307, ""left"": 0.456876443416, ""right"": 0.413051734778, ""symmetric_denominator"": 0.869928178195, ""symmetric_relative"": 0.050377387164226774}, ""transport_character_index"": {""abs_diff"": 0.093503072051, ""default_normalized"": 0.5444451755897183, ""left"": 0.078237033736, ""right"": 0.171740105787, ""symmetric_denominator"": 0.249977139524, ""symmetric_relative"": 0.3740464917273881}}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_struct,0.33333333333333337,0.22222222222222224,edge Jaccard plus relative edge-count drift,False,,"{""edge_count"": {""left"": 9.0, ""right"": 9.0, ""symmetric_denominator"": 18.000000000001, ""symmetric_relative"": 0.0}, ""edge_set"": {""intersection"": 3, ""jaccard_distance"": 0.6666666666666667, ""left_count"": 6, ""right_count"": 6, ""union"": 9}, ""stable_edge_count"": {""left"": 3.0, ""right"": 3.0, ""symmetric_denominator"": 6.000000000001, ""symmetric_relative"": 0.0}}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_spec,0.431956626556699,0.3239902308623394,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""terminal_fluctuation_slope"": {""abs_diff"": 0.11609508002799998, ""default_normalized"": 0.8080008277540208, ""left"": 0.027586802515, ""right"": 0.143681882543, ""symmetric_denominator"": 0.171268685059, ""symmetric_relative"": 0.677853514131942}, ""terminal_low_k_fraction"": {""abs_diff"": 0.043824708637999976, ""default_normalized"": 0.09592245183474307, ""left"": 0.456876443416, ""right"": 0.413051734778, ""symmetric_denominator"": 0.869928178195, ""symmetric_relative"": 0.050377387164226774}, ""terminal_low_k_power"": {""abs_diff"": 0.15509835509699998, ""default_normalized"": 0.3919466000813329, ""left"": 0.240614619744, ""right"": 0.395712974841, ""symmetric_denominator"": 0.636327594586, ""symmetric_relative"": 0.2437397912908496}}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_causal,0.0,0.0,front depths use fixed scale 4.0; causal fields use relative numeric distance,False,,"{""acyclicity_score"": {""left"": 0.555555555556, ""right"": 0.555555555556, ""symmetric_denominator"": 1.111111111113, ""symmetric_relative"": 0.0}, ""front_far_depth"": {""abs_diff"": 0.0, ""left"": 3.0, ""right"": 3.0, ""scale"": 4.0}, ""front_near_depth"": {""abs_diff"": 0.0, ""left"": 2.0, ""right"": 2.0, ""scale"": 4.0}, ""mean_causal_depth"": {""left"": 1.714285714286, ""right"": 1.714285714286, ""symmetric_denominator"": 3.428571428573, ""symmetric_relative"": 0.0}, ""mismatch_rate"": {""left"": 0.036701388889, ""right"": 0.036701388889, ""symmetric_denominator"": 0.073402777779, ""symmetric_relative"": 0.0}, ""order_compatibility_score"": {""left"": 0.963298611111, ""right"": 0.963298611111, ""symmetric_denominator"": 1.9265972222230001, ""symmetric_relative"": 0.0}}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_time,0.1572184523809524,0.16798943452380952,rank distance plus event-time abs diff divided by tau scale 4.2,False,heuristic_rank_interpolation_present,"{""left_time_key_count"": 7, ""rank_distance"": 0.14285714285714285, ""right_time_key_count"": 7, ""shared_time_keys"": [""dispersion_half"", ""front_far"", ""front_near"", ""low_k_half"", ""radius_half"", ""spectral_half"", ""width_half""], ""time_distance_values"": [0.05026452380952381, 0.3015873809523809, 0.2539683333333333, 0.0, 0.5291004761904762, 0.007936428571428584, 0.05820119047619048]}"
target_target,target,2,obs_8c347ec96417e5677cdb8ad0,obs_d6eeaa59b08b0f1c4897f8db,d_addr,0.0,0.0,exact signature match else prefix/depth distance with minimum mismatch floor 0.25,False,,"{""depth_distance"": 0.0, ""left_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""prefix_distance"": 0.0, ""right_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""without_floor"": 0.0}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_inv,0.3372410553516729,0.2119548256007464,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""shell_latency_span"": {""abs_diff"": 1.2, ""default_normalized"": 0.5, ""left"": 2.4, ""right"": 1.2, ""symmetric_denominator"": 3.6000000000009997, ""symmetric_relative"": 0.3333333333332408}, ""terminal_low_k_fraction"": {""abs_diff"": 0.16848359729400003, ""default_normalized"": 0.36572088044115963, ""left"": 0.292205431702, ""right"": 0.460689028996, ""symmetric_denominator"": 0.7528944606989999, ""symmetric_relative"": 0.22378116202047366}, ""transport_character_index"": {""abs_diff"": 0.03350749001300002, ""default_normalized"": 0.14600228561385908, ""left"": 0.195992273447, ""right"": 0.22949976346, ""symmetric_denominator"": 0.42549203690799997, ""symmetric_relative"": 0.07874998144852478}}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_struct,0.0,0.0,edge Jaccard plus relative edge-count drift,False,,"{""edge_count"": {""left"": 9.0, ""right"": 9.0, ""symmetric_denominator"": 18.000000000001, ""symmetric_relative"": 0.0}, ""edge_set"": {""intersection"": 6, ""jaccard_distance"": 0.0, ""left_count"": 6, ""right_count"": 6, ""union"": 6}, ""stable_edge_count"": {""left"": 3.0, ""right"": 3.0, ""symmetric_denominator"": 6.000000000001, ""symmetric_relative"": 0.0}}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_spec,0.23279508364559562,0.13897093830898502,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""terminal_fluctuation_slope"": {""abs_diff"": 0.015174392953999971, ""default_normalized"": 0.03233557500810211, ""left"": 0.454104194181, ""right"": 0.469278587135, ""symmetric_denominator"": 0.923382781317, ""symmetric_relative"": 0.016433480525115573}, ""terminal_low_k_fraction"": {""abs_diff"": 0.16848359729400003, ""default_normalized"": 0.36572088044115963, ""left"": 0.292205431702, ""right"": 0.460689028996, ""symmetric_denominator"": 0.7528944606989999, ""symmetric_relative"": 0.22378116202047366}, ""terminal_low_k_power"": {""abs_diff"": 0.05668027126299999, ""default_normalized"": 0.3003287954875251, ""left"": 0.132047123894, ""right"": 0.188727395157, ""symmetric_denominator"": 0.32077451905199994, ""symmetric_relative"": 0.1766981723813658}}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_causal,0.17977763590786575,0.12410878281153132,front depths use fixed scale 4.0; causal fields use relative numeric distance,False,,"{""acyclicity_score"": {""left"": 0.555555555556, ""right"": 0.666666666667, ""symmetric_denominator"": 1.222222222224, ""symmetric_relative"": 0.09090909090886778}, ""front_far_depth"": {""abs_diff"": 1.0, ""left"": 3.0, ""right"": 4.0, ""scale"": 4.0}, ""front_near_depth"": {""abs_diff"": 1.0, ""left"": 2.0, ""right"": 3.0, ""scale"": 4.0}, ""mean_causal_depth"": {""left"": 1.714285714286, ""right"": 2.285714285714, ""symmetric_denominator"": 4.000000000001, ""symmetric_relative"": 0.1428571428569643}, ""mismatch_rate"": {""left"": 0.035130761687, ""right"": 0.035876332989, ""symmetric_denominator"": 0.071007094677, ""symmetric_relative"": 0.010499955045217387}, ""order_compatibility_score"": {""left"": 0.964869238313, ""right"": 0.964123667011, ""symmetric_denominator"": 1.9289929053250001, ""symmetric_relative"": 0.00038650805813840477}}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_time,0.018140561224489794,0.03174598214285714,rank distance plus event-time abs diff divided by tau scale 4.2,False,heuristic_rank_interpolation_present,"{""left_time_key_count"": 7, ""rank_distance"": 0.0, ""right_time_key_count"": 7, ""shared_time_keys"": [""dispersion_half"", ""front_far"", ""front_near"", ""low_k_half"", ""radius_half"", ""spectral_half"", ""width_half""], ""time_distance_values"": [0.015872857142857143, 0.09523809523809522, 0.0, 0.0, 0.03174595238095239, 0.04761880952380951, 0.06349214285714286]}"
target_control,periodic_diagonal_augmented_control,0,obs_c21d789f14a613fc6b0083e2,obs_afd8912a0e32fb71b5407b81,d_addr,0.25,0.125,exact signature match else prefix/depth distance with minimum mismatch floor 0.25,False,address_floor_applied,"{""depth_distance"": 0.25, ""left_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""prefix_distance"": 0.0, ""right_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 4.0, ""front_near_depth"": 3.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""without_floor"": 0.125}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_inv,0.07678802885549603,0.04126443548816284,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""shell_latency_span"": {""abs_diff"": 0.0, ""default_normalized"": 0.0, ""left"": 3.0, ""right"": 3.0, ""symmetric_denominator"": 6.000000000001, ""symmetric_relative"": 0.0}, ""terminal_low_k_fraction"": {""abs_diff"": 0.026800057905999985, ""default_normalized"": 0.06389589006270405, ""left"": 0.419433204228, ""right"": 0.392633146322, ""symmetric_denominator"": 0.8120663505510001, ""symmetric_relative"": 0.033002300720643966}, ""transport_character_index"": {""abs_diff"": 0.014569063393, ""default_normalized"": 0.16646819650378405, ""left"": 0.072949535949, ""right"": 0.087518599342, ""symmetric_denominator"": 0.16046813529200002, ""symmetric_relative"": 0.09079100574384456}}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_struct,0.4,0.26666666666666666,edge Jaccard plus relative edge-count drift,False,,"{""edge_count"": {""left"": 9.0, ""right"": 9.0, ""symmetric_denominator"": 18.000000000001, ""symmetric_relative"": 0.0}, ""edge_set"": {""intersection"": 2, ""jaccard_distance"": 0.8, ""left_count"": 6, ""right_count"": 6, ""union"": 10}, ""stable_edge_count"": {""left"": 3.0, ""right"": 3.0, ""symmetric_denominator"": 6.000000000001, ""symmetric_relative"": 0.0}}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_spec,0.1383355558182464,0.08060330086776046,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""terminal_fluctuation_slope"": {""abs_diff"": 0.072966442651, ""default_normalized"": 0.33256912987299664, ""left"": 0.146435889366, ""right"": 0.219402332017, ""symmetric_denominator"": 0.36583822138399996, ""symmetric_relative"": 0.19945002568337766}, ""terminal_low_k_fraction"": {""abs_diff"": 0.026800057905999985, ""default_normalized"": 0.06389589006270405, ""left"": 0.419433204228, ""right"": 0.392633146322, ""symmetric_denominator"": 0.8120663505510001, ""symmetric_relative"": 0.033002300720643966}, ""terminal_low_k_power"": {""abs_diff"": 0.004543766276999983, ""default_normalized"": 0.018541647519038494, ""left"": 0.240513544425, ""right"": 0.245057310702, ""symmetric_denominator"": 0.48557085512799997, ""symmetric_relative"": 0.009357576199259763}}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_causal,0.17977763590786575,0.12410878281153132,front depths use fixed scale 4.0; causal fields use relative numeric distance,False,,"{""acyclicity_score"": {""left"": 0.555555555556, ""right"": 0.666666666667, ""symmetric_denominator"": 1.222222222224, ""symmetric_relative"": 0.09090909090886778}, ""front_far_depth"": {""abs_diff"": 1.0, ""left"": 3.0, ""right"": 4.0, ""scale"": 4.0}, ""front_near_depth"": {""abs_diff"": 1.0, ""left"": 2.0, ""right"": 3.0, ""scale"": 4.0}, ""mean_causal_depth"": {""left"": 1.714285714286, ""right"": 2.285714285714, ""symmetric_denominator"": 4.000000000001, ""symmetric_relative"": 0.1428571428569643}, ""mismatch_rate"": {""left"": 0.035130761687, ""right"": 0.035876332989, ""symmetric_denominator"": 0.071007094677, ""symmetric_relative"": 0.010499955045217387}, ""order_compatibility_score"": {""left"": 0.964869238313, ""right"": 0.964123667011, ""symmetric_denominator"": 1.9289929053250001, ""symmetric_relative"": 0.00038650805813840477}}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_time,0.17063491496598637,0.15575395833333333,rank distance plus event-time abs diff divided by tau scale 4.2,False,heuristic_rank_interpolation_present,"{""left_time_key_count"": 7, ""rank_distance"": 0.19047619047619047, ""right_time_key_count"": 7, ""shared_time_keys"": [""dispersion_half"", ""front_far"", ""front_near"", ""low_k_half"", ""radius_half"", ""spectral_half"", ""width_half""], ""time_distance_values"": [0.007936428571428584, 0.047619047619047554, 0.0, 0.0, 0.4682540476190476, 0.26984119047619043, 0.2619047619047619]}"
target_control,periodic_diagonal_augmented_control,1,obs_ed1f0ceddbbf708b259ea1a6,obs_46ade388243f3a4581ba4489,d_addr,0.25,0.125,exact signature match else prefix/depth distance with minimum mismatch floor 0.25,False,address_floor_applied,"{""depth_distance"": 0.25, ""left_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 3.0, ""front_near_depth"": 2.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""prefix_distance"": 0.0, ""right_address"": {""dominant_chain_prefix"": [""low_k_half"", ""dispersion_half""], ""front_depth_profile"": {""front_far_depth"": 4.0, ""front_near_depth"": 3.0}, ""monotonic_shell_ordering"": true, ""order_compatibility_band"": 0.95}, ""without_floor"": 0.125}"
target_control,periodic_diagonal_augmented_control,2,obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_inv,0.33297454377969765,0.20591599817174122,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""shell_latency_span"": {""abs_diff"": 1.2, ""default_normalized"": 0.39999999999999997, ""left"": 3.0, ""right"": 1.8, ""symmetric_denominator"": 4.800000000001, ""symmetric_relative"": 0.2499999999999479}, ""terminal_low_k_fraction"": {""abs_diff"": 0.259574492217, ""default_normalized"": 0.4372793355613958, ""left"": 0.33403803668, ""right"": 0.593612528897, ""symmetric_denominator"": 0.927650565578, ""symmetric_relative"": 0.27981925721703677}, ""transport_character_index"": {""abs_diff"": 0.03423588897499999, ""default_normalized"": 0.16164429577769715, ""left"": 0.177561804289, ""right"": 0.211797693264, ""symmetric_denominator"": 0.389359497554, ""symmetric_relative"": 0.08792873729823898}}"
target_control,periodic_diagonal_augmented_control,2,obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_struct,0.25,0.16666666666666666,edge Jaccard plus relative edge-count drift,False,,"{""edge_count"": {""left"": 11.0, ""right"": 11.0, ""symmetric_denominator"": 22.000000000001, ""symmetric_relative"": 0.0}, ""edge_set"": {""intersection"": 4, ""jaccard_distance"": 0.5, ""left_count"": 6, ""right_count"": 6, ""union"": 8}, ""stable_edge_count"": {""left"": 1.0, ""right"": 1.0, ""symmetric_denominator"": 2.000000000001, ""symmetric_relative"": 0.0}}"
target_control,periodic_diagonal_augmented_control,2,obs_8de73c59341ac382087fba03,obs_4b958084812d6435763f9a05,d_spec,0.6642655747216146,0.5547993522418377,"per-field abs diff divided by max(abs(left), abs(right), 1e-12)",False,,"{""terminal_fluctuation_slope"": {""abs_diff"": 4.804706398928, ""default_normalized"": 1.0, ""left"": 0.435783341846, ""right"": -4.368923057082, ""symmetric_denominator"": 4.804706398929, ""symmetric_relative"": 0.9999999999997918}, ""terminal_low_k_fraction"": {""abs_diff"": 0.259574492217, ""default_normalized"": 0.4372793355613958, ""left"": 0.33403803668, ""right"": 0.593612528897, ""symmetric_denominator"": 0.927650565578, ""symmetric_relative"": 0.27981925721703677}, ""terminal_low_k_power"": {""abs_diff"": 0.15345370625500002, ""default_normalized"": 0.555517388603448, ""left"": 0.27623564879, ""right"": 0.122781942535, ""symmetric_denominator"": 0.399017591326, ""symmetric_relative"": 0.3845787995086846}}"
