admissible,blocks_with_errors,bridge_margin,condition,correction_peak,corrective_cost,decode_status,decoded_relation_accuracy,eta,final_functional_error,final_state_region_error,final_trajectory_corridor_error,functional_restoration,identity_preservation,magnitude,maximum_block_error_weight,mechanism_note,node_rank_identity,operator_restoration,overshoot,parity_decoding_success,partition,perturbation_family,post_functional_error,post_recovery_persistence,post_state_region_error,post_symbol_error_weight,post_trajectory_corridor_error,radius_class,recovery_latency,relational_error_weight,relational_symbol_restoration,seed,state_region_recovery_gain,syndrome_reduction,syndrome_weight_after_decode,syndrome_weight_before,trajectory_corridor_recovery_gain,trivial_attractor,variance_ratio,wrong_codeword_convergence
True,2,0.02,random_parity_checks,0.0640865888487122,0.008974814239230963,eliminated,0.5,0.4,0.07618371415064375,0.3844737149845282,0.5349559438462791,-0.022477426896300192,0.7083333333333334,0.55,2,degree-matched checks on unrelated variables,0.8929945054945054,0.0,0.0,False,calibration,localized_block_shock,0.07450894479098394,1.0,0.5033510097340295,4,0.55,near_above_boundary,0,4,0.7083333333333334,7101,0.23617176175392196,16,0,16,0.02735282937040173,False,1.325726755963284,True
True,2,0.02,memory_budget_random_bits,0.056128650488839964,0.006815824195020479,eliminated,0.7708333333333334,0.4,0.07232218483909995,0.35489138620338495,0.5312569104391086,0.029348958813178585,0.7708333333333334,0.55,2,32 random bits replace structured parity,0.9060439560439558,0.0,0.0,False,calibration,localized_block_shock,0.07450894479098394,1.0,0.5033510097340295,4,0.55,near_above_boundary,0,4,0.7708333333333334,7101,0.29494253644010876,11,0,11,0.03407834465616624,False,1.349720342869566,True
True,5,0.02,target,0.017483651508351558,0.0006613394447895484,eliminated,1.0,0.4,0.027123203285937935,4.853478684600357e-06,0.2293269511628263,0.12966379033085165,1.0,0.25,1,local syndrome decode plus bounded relation feedback,0.9751831501831502,0.99975732606577,0.0,True,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,4,5,1.0,7101,0.9999546679508031,6,0,6,0.08269219534869467,False,1.028859897995108,False
True,5,0.02,rt02_frozen_baseline,0.032953759438795104,0.0015310526330153842,not_applicable,,0.4,0.026826558038943595,0.000970954031474034,0.22688922700815084,0.1391826180726795,1.0,0.25,1,unchanged RT-02 one-bit orientation mechanism,0.976098901098901,0.9514522984262983,0.0,,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,1,5,1.0,7101,0.9909311776597944,,,,0.09244309196739654,False,1.0290130466859284,False
True,5,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.03116405244847691,0.10706506259025693,0.24999999999999997,0.0,0.8958333333333334,0.25,1,no restorative mechanism,0.9725274725274725,0.0,0.0,,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,61,5,0.8958333333333334,7101,0.0,,,,0.0,False,1.0327293788893146,False
True,5,0.02,operator_only,0.11141101554228384,0.024189505184101463,not_applicable,,0.4,0.16238599501154552,0.019749925131483558,0.3982469083672769,-4.210682894338468,0.6458333333333334,0.25,1,matched bounded smoothing without parity,0.9114926739926741,0.012503743425822056,0.5929876334691078,,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,61,5,0.6458333333333334,7101,0.8155334274910251,,,,-0.5929876334691078,False,0.8336755875542612,False
True,5,0.02,random_parity_checks,0.047902324593129486,0.0055874902388120574,eliminated,0.6875,0.4,0.06658640162759777,0.10645380912586554,0.31884386817655697,-1.1366413029141231,0.6041666666666666,0.25,1,degree-matched checks on unrelated variables,0.9369505494505492,0.0,0.2753754727062281,False,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,61,5,0.6041666666666666,7101,0.005709177668262228,19,0,19,-0.27537547270622803,False,0.9864082770037299,True
True,5,0.02,memory_budget_random_bits,0.07994987916364624,0.013830022497006827,eliminated,0.6875,0.4,0.07740637102241049,0.09547150560799857,0.2892089083056559,-1.4838352184904502,0.6875,0.25,1,32 random bits replace structured parity,0.9511446886446887,0.0,0.15683563322262373,False,calibration,sparse_node_corruption,0.03116405244847691,1.0,0.10706506259025693,5,0.24999999999999997,within_radius,61,5,0.6875,7101,0.10828515579005875,14,0,14,-0.15683563322262364,False,0.9443033993431649,True
True,6,0.02,target,0.04955473634975777,0.005317570791686804,eliminated,0.9375,0.4,0.046872474199727544,0.1811542988593759,0.4768628646283246,0.31633826743137244,0.9375,0.55,3,local syndrome decode plus bounded relation feedback,0.9263278388278386,0.0,0.0,False,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,22,8,0.9375,7101,0.487422579404155,6,0,6,0.1329766097666826,False,1.199464739231368,True
True,6,0.02,rt02_frozen_baseline,0.10162690646270549,0.01686302906433493,not_applicable,,0.4,0.051637449016631906,0.055915179610949675,0.45878025649617643,0.24683839582037798,0.9791666666666666,0.55,3,unchanged RT-02 one-bit orientation mechanism,0.9360347985347984,0.0,0.0,,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,10,8,0.9791666666666666,7101,0.8417875881632683,,,,0.1658540790978611,False,1.1931829974294657,False
True,6,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.06856091538664902,0.35341841364918747,0.55,0.0,0.8333333333333334,0.55,3,no restorative mechanism,0.9013278388278388,0.0,0.0,,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,61,8,0.8333333333333334,7101,0.0,,,,0.0,False,1.237004633556492,False
True,6,0.02,operator_only,0.15731551782173328,0.04814097295202122,not_applicable,,0.4,0.18470092744837113,0.019821298756946173,0.4532083625904531,-1.6939682238306033,0.6041666666666666,0.55,3,matched bounded smoothing without parity,0.8785256410256409,0.008935062152691353,0.0,,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,61,8,0.6041666666666666,7101,0.9439154894271544,,,,0.17598479529008532,False,0.8423721148426926,False
True,6,0.02,random_parity_checks,0.14144701156980388,0.035027498770898495,eliminated,0.375,0.4,0.11439393616466118,0.31879081887857286,0.5184322127946547,-0.6685007123889319,0.6666666666666666,0.55,3,degree-matched checks on unrelated variables,0.8878663003663003,0.0,0.0,False,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,61,8,0.6666666666666666,7101,0.09797903400977541,19,0,19,0.057395976736991566,False,1.0566563416479346,True
True,6,0.02,memory_budget_random_bits,0.12410259703486441,0.03332287285633286,eliminated,0.6666666666666666,0.4,0.1191977331173599,0.271362382086458,0.48144378582721414,-0.7385668269617572,0.6666666666666666,0.55,3,32 random bits replace structured parity,0.8849358974358973,0.0,0.0,False,calibration,sparse_node_corruption,0.06856091538664902,1.0,0.35341841364918747,8,0.55,above_radius,61,8,0.6666666666666666,7101,0.23217814464013878,16,0,16,0.124647662132338,False,1.0223789680125623,True
True,7,0.02,target,0.015605708029037383,0.0005209242898126703,eliminated,0.9375,0.4,0.004248576034105334,0.08591312176054476,0.24394623430313309,0.0,0.9375,0.25,2,local syndrome decode plus bounded relation feedback,0.9719322344322343,0.0,0.0,False,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,9,8,0.9375,7101,0.07156714352631664,10,0,10,0.02421506278746755,False,1.0596193322850507,True
True,7,0.02,rt02_frozen_baseline,0.019815127683901326,0.0005487194978515241,not_applicable,,0.4,0.006188270336034663,0.06732081111038939,0.2422104055414154,0.0,0.9583333333333334,0.25,2,unchanged RT-02 one-bit orientation mechanism,0.9703754578754578,0.0,0.0,,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,2,8,0.9583333333333334,7101,0.27248769828722175,,,,0.031158377834338283,False,1.0614908142223562,False
True,7,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,1.2735351676303877e-16,0.09253563266476232,0.24999999999999997,0.0,0.8333333333333334,0.25,2,no restorative mechanism,0.9648351648351647,0.0,0.0,,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,61,8,0.8333333333333334,7101,0.0,,,,0.0,False,1.0625,False
True,7,0.02,operator_only,0.10319084568064116,0.021038577871506883,not_applicable,,0.4,0.14627116536306298,0.019700595713309472,0.4214760044106472,0.0,0.6458333333333334,0.25,2,matched bounded smoothing without parity,0.8991300366300365,0.014970214334526388,0.685904017642589,,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,61,8,0.6458333333333334,7101,0.7871025987936917,,,,-0.685904017642589,False,0.8844675869986262,False
True,7,0.02,random_parity_checks,0.07075260747432126,0.010022765522742571,eliminated,0.625,0.4,0.059743613181546626,0.08785784320756343,0.3366599302651354,0.0,0.625,0.25,2,degree-matched checks on unrelated variables,0.929716117216117,0.0,0.34663972106054186,False,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,61,8,0.625,7101,0.05055122359346228,15,0,15,-0.3466397210605418,False,0.9977549880369848,True
True,7,0.02,memory_budget_random_bits,0.055135084948058466,0.006576907922053047,eliminated,0.6666666666666666,0.4,0.03831888331095077,0.10460859059600275,0.30176104100186263,0.0,0.6666666666666666,0.25,2,32 random bits replace structured parity,0.9461080586080586,0.0,0.20704416400745074,False,calibration,relational_twist,1.2735351676303877e-16,1.0,0.09253563266476232,8,0.24999999999999997,near_above_boundary,61,8,0.6666666666666666,7101,-0.13046820542069762,17,0,17,-0.20704416400745065,False,1.0216849391969332,True
True,10,0.02,target,0.037727050534338884,0.0030784028066171225,eliminated,0.875,0.4,0.011494955371000771,0.2396735293983387,0.5275002652407945,0.0,0.875,0.55,2,local syndrome decode plus bounded relation feedback,0.8755494505494505,0.0,0.0,False,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,61,12,0.875,7101,0.08891628369760672,12,0,12,0.040908608653100954,False,1.2838051302055289,True
True,10,0.02,rt02_frozen_baseline,0.05836810588049395,0.005816104781303747,not_applicable,,0.4,0.023529285291507582,0.13654340618185215,0.517556774136254,0.0,0.9583333333333334,0.55,2,unchanged RT-02 one-bit orientation mechanism,0.8819597069597069,0.0,0.0,,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,6,12,0.9583333333333334,7101,0.48095029829518027,,,,0.058987683388629156,False,1.2878863975040178,False
True,10,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,1.3895407871082206e-17,0.2630642224306749,0.55,0.0,0.75,0.55,2,no restorative mechanism,0.8510531135531135,0.0,0.0,,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,61,12,0.75,7101,0.0,,,,0.0,False,1.3025000000000002,False
True,10,0.02,operator_only,0.133586580319302,0.035248111563451784,not_applicable,,0.4,0.14627116536306298,0.019709346805940983,0.5454978241771392,0.0,0.5416666666666666,0.55,2,matched bounded smoothing without parity,0.8568681318681317,0.014532659702950812,0.0,,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,61,12,0.5416666666666666,7101,0.9250778132281557,,,,0.00818577422338333,False,1.004393440886655,False
True,10,0.02,random_parity_checks,0.07133188802506424,0.009089996928413538,eliminated,0.625,0.4,0.02962605405945068,0.20991731954185486,0.5354904654315449,0.0,0.7083333333333334,0.55,2,degree-matched checks on unrelated variables,0.8643315018315018,0.0,0.0,False,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,61,12,0.7083333333333334,7101,0.20203014456983331,12,0,12,0.02638097194264575,False,1.2569683804858331,True
True,10,0.02,memory_budget_random_bits,0.0790198658616437,0.013509630741576427,eliminated,0.6875,0.4,0.04296252378506379,0.1590007915242896,0.5441083082649312,0.0,0.6875,0.55,2,32 random bits replace structured parity,0.8710164835164834,0.0,0.0,False,calibration,relational_twist,1.3895407871082206e-17,1.0,0.2630642224306749,12,0.55,near_above_boundary,61,12,0.6875,7101,0.395581846686921,16,0,16,0.010712166791034311,False,1.215503114795486,True
True,4,0.02,target,0.029151388336580805,0.0018329733243003965,eliminated,0.875,0.4,0.04589762814187124,0.15850664777012075,0.24882006316985839,-0.07634918740854961,0.875,0.25,2,local syndrome decode plus bounded relation feedback,0.9604395604395602,0.0,0.0,False,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,10,6,0.875,7101,-0.15640292594617317,6,0,6,0.0047197473205663485,False,0.9922925923337569,True
True,4,0.02,rt02_frozen_baseline,0.031453717835576774,0.002443688915630057,not_applicable,,0.4,0.039250874244175615,0.0,0.19616731229173537,0.07952440445932024,1.0,0.25,2,unchanged RT-02 one-bit orientation mechanism,0.9739010989010988,1.0,0.0,,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,4,6,1.0,7101,1.0,,,,0.21533075083305844,False,0.9966861784282242,False
True,4,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.04264194991624952,0.13706870175931976,0.24999999999999997,0.0,0.875,0.25,2,no restorative mechanism,0.9603937728937728,0.0,0.0,,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,61,6,0.875,7101,0.0,,,,0.0,False,1.003471216587631,False
True,4,0.02,operator_only,0.09113576969738348,0.016471324720911205,not_applicable,,0.4,0.1516396664631751,0.019782281039031492,0.40253739952166306,-2.556114735864598,0.7291666666666666,0.25,2,matched bounded smoothing without parity,0.907967032967033,0.010885948048425464,0.6101495980866525,,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,61,6,0.7291666666666666,7101,0.8556761625001207,,,,-0.6101495980866525,False,0.8630551726490554,False
True,4,0.02,random_parity_checks,0.07435865660922734,0.00930784976623537,eliminated,0.375,0.4,0.08501229255560055,0.16037616132577281,0.3400433915955187,-0.9936305146122086,0.625,0.25,2,degree-matched checks on unrelated variables,0.9207875457875457,0.0,0.3601735663820751,False,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,61,6,0.625,7101,-0.17004217058522114,16,0,16,-0.36017356638207504,False,0.9568240581156469,True
True,4,0.02,memory_budget_random_bits,0.05734116367087338,0.007124068200599239,eliminated,0.6666666666666666,0.4,0.08100914828575956,0.11141388008274522,0.3259524196799427,-0.8997524373267343,0.6666666666666666,0.25,2,32 random bits replace structured parity,0.9184065934065933,0.0,0.30380967871977105,False,calibration,clustered_symbol_corruption,0.04264194991624952,1.0,0.13706870175931976,6,0.24999999999999997,near_above_boundary,61,6,0.6666666666666666,7101,0.1871676126445123,20,0,20,-0.303809678719771,False,0.957248376622891,True
True,4,0.02,target,0.06176451522984458,0.008256968355600032,eliminated,0.875,0.4,0.08261515863013308,0.37041103189968444,0.4721313287784338,0.11935676239869547,0.875,0.55,2,local syndrome decode plus bounded relation feedback,0.8755494505494505,0.0,0.0,False,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,61,6,0.875,7101,0.21158477438708614,6,0,6,0.14157940222102955,False,1.1189847953434904,True
True,4,0.02,rt02_frozen_baseline,0.1357182572351105,0.031502680341644954,not_applicable,,0.4,0.07560551417053471,0.0,0.36019388593634477,0.1940766575570546,1.0,0.55,2,unchanged RT-02 one-bit orientation mechanism,0.9354853479853479,1.0,0.0,,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,6,6,1.0,7101,1.0,,,,0.3451020255702823,False,1.0797933858429447,False
True,4,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.09381228981574899,0.4698171976723648,0.55,0.0,0.875,0.55,2,no restorative mechanism,0.8378663003663004,0.0,0.0,,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,61,6,0.875,7101,0.0,,,,0.0,False,1.1726366764927876,False
True,4,0.02,operator_only,0.10511608369977199,0.024674102085745876,not_applicable,,0.4,0.16691743431189374,0.019894498499429796,0.4709793293349904,-0.7792704414285816,0.6875,0.55,2,matched bounded smoothing without parity,0.8484432234432233,0.005275075028510212,0.0,,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,61,6,0.6875,7101,0.9576548100027118,,,,0.14367394666365385,False,0.9158722432131059,False
True,4,0.02,random_parity_checks,0.04713023207443168,0.004241839486831076,eliminated,0.75,0.4,0.11934128130629018,0.4616449094389236,0.5769102035691929,-0.2721284337124819,0.5833333333333334,0.55,2,degree-matched checks on unrelated variables,0.8166666666666665,0.0,0.048927642853077824,False,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,61,6,0.5833333333333334,7101,0.01739461278541845,18,0,18,-0.04892764285307786,False,1.1455825105579438,True
True,4,0.02,memory_budget_random_bits,0.046069342744518745,0.004593079435639003,eliminated,0.6458333333333334,0.4,0.10784266216935713,0.4873212848455965,0.5784094865578855,-0.1495579351187818,0.6458333333333334,0.55,2,32 random bits replace structured parity,0.808974358974359,0.0,0.0516536119234281,False,calibration,clustered_symbol_corruption,0.09381228981574899,1.0,0.4698171976723648,6,0.55,near_above_boundary,61,6,0.6458333333333334,7101,-0.03725722953513185,14,0,14,-0.05165361192342807,False,1.1427322810077953,True
True,5,0.02,target,0.027650372172004042,0.0016542644385916093,eliminated,0.9375,0.4,0.042643327564294516,0.009986901764088632,0.23191362998845433,-0.03044942576338862,0.9375,0.25,2,local syndrome decode plus bounded relation feedback,0.974496336996337,0.5006549117955684,0.0,False,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,2,6,0.9375,7101,0.9256600604238568,8,0,8,0.07234548004618259,False,1.0751229088721916,True
True,5,0.02,rt02_frozen_baseline,0.02715087492315065,0.001172718656266405,not_applicable,,0.4,0.039643935107160404,0.09565582603221852,0.2318785519651952,0.04202902307325336,0.9791666666666666,0.25,2,unchanged RT-02 one-bit orientation mechanism,0.9762362637362636,0.0,0.0,,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,3,6,0.9791666666666666,7101,0.28796252378175674,,,,0.07248579213921914,False,1.0833592338678688,False
True,5,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.0413832319162127,0.1343409992129396,0.24999999999999997,0.0,0.875,0.25,2,no restorative mechanism,0.9716117216117215,0.0,0.0,,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,61,6,0.875,7101,0.0,,,,0.0,False,1.0861892939532483,False
True,5,0.02,operator_only,0.08403424827813061,0.01583767504612152,not_applicable,,0.4,0.12170945847836202,0.019718684433980938,0.39809286329935795,-1.941033187663623,0.7708333333333334,0.25,2,matched bounded smoothing without parity,0.9038461538461537,0.014065778300953125,0.592371453197432,,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,61,6,0.7708333333333334,7101,0.8532191620614233,,,,-0.592371453197432,False,0.9203598825145032,False
True,5,0.02,random_parity_checks,0.042813734444180046,0.0036394740623058902,eliminated,0.3125,0.4,0.05307663868039367,0.15324377505982878,0.27851093164339313,-0.28256388451864345,0.6875,0.25,2,degree-matched checks on unrelated variables,0.9597527472527473,0.0,0.11404372657357276,False,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,61,6,0.6875,7101,-0.14070742333043837,21,0,21,-0.11404372657357266,False,1.0616427224764804,True
True,5,0.02,memory_budget_random_bits,0.0559286896815725,0.006768451051368006,eliminated,0.6041666666666666,0.4,0.03577779687143408,0.18573739226289326,0.29713378909706056,0.135451843300392,0.6041666666666666,0.25,2,32 random bits replace structured parity,0.9466575091575089,0.0,0.18853515638824248,False,calibration,dispersed_equal_weight_corruption,0.0413832319162127,1.0,0.1343409992129396,6,0.24999999999999997,near_above_boundary,1,6,0.6041666666666666,7101,-0.3825815897683394,18,0,18,-0.1885351563882424,False,1.040922537076045,True
True,7,0.02,target,0.07512278174205589,0.01220944980937602,eliminated,0.8125,0.4,0.07892425560375411,0.16619023807056613,0.4779598325151062,0.13311116660235062,0.8125,0.55,3,local syndrome decode plus bounded relation feedback,0.8937271062271062,0.0,0.0,False,calibration,dispersed_equal_weight_corruption,0.09104311021566808,1.0,0.4282129143075685,11,0.55,above_radius,61,11,0.8125,7101,0.6118981176938577,10,0,10,0.13098212269980697,False,1.2767172429431066,True
True,7,0.02,rt02_frozen_baseline,0.11194042925541998,0.018893073810419027,not_applicable,,0.4,0.08720448003971988,0.211226244994557,0.4637964962337714,0.04216277505079771,0.9791666666666666,0.55,3,unchanged RT-02 one-bit orientation mechanism,0.9129578754578754,0.0,0.0,,calibration,dispersed_equal_weight_corruption,0.09104311021566808,1.0,0.4282129143075685,11,0.55,above_radius,5,11,0.9791666666666666,7101,0.5067261216628289,,,,0.1567336432113248,False,1.314982370739774,False
True,7,0.02,passive_relaxation,0.0,0.0,not_applicable,,0.4,0.09104311021566808,0.4282129143075685,0.55,0.0,0.7708333333333334,0.55,3,no restorative mechanism,0.8901556776556775,0.0,0.0,,calibration,dispersed_equal_weight_corruption,0.09104311021566808,1.0,0.4282129143075685,11,0.55,above_radius,61,11,0.7708333333333334,7101,0.0,,,,0.0,False,1.3546164466971462,False
True,7,0.02,operator_only,0.11599530130863853,0.03040868108201258,not_applicable,,0.4,0.09929958997203757,0.01975244182223284,0.4525597136759509,-0.09068758456088633,0.75,0.55,3,matched bounded smoothing without parity,0.8870421245421245,0.012377908888357991,0.0,,calibration,dispersed_equal_weight_corruption,0.09104311021566808,1.0,0.4282129143075685,11,0.55,above_radius,61,11,0.75,7101,0.9538723817935919,,,,0.17716415695281665,False,1.032759917147032,False
