time_seconds,strain
0.206054688,-4.611886724100e-01
0.207031250,1.623800389547e+00
0.208007812,-8.296808490965e-01
0.208984375,-1.175404530362e+00
0.209960938,6.284165382203e-01
0.210937500,2.611009825802e-01
0.211914062,3.557070970512e-01
0.212890625,7.303371934322e-01
0.213867188,-3.333798652795e-01
0.214843750,8.663675162496e-01
0.215820312,-1.639098516072e+00
0.216796875,-6.938843703052e-01
0.217773438,1.064537794172e+00
0.218750000,5.394259071501e-01
0.219726562,-5.172487124668e-01
0.220703125,-8.052187628398e-02
0.221679688,1.478867406971e-01
0.222656250,4.782198279613e-01
0.223632812,-1.654512353976e+00
0.224609375,-4.749548581726e-01
0.225585938,-5.456857707927e-01
0.226562500,-1.373937491673e-01
0.227539062,-1.246948524532e+00
0.228515625,-1.214138168267e+00
0.229492188,-2.155749426307e+00
0.230468750,-4.059566127409e-01
0.231445312,2.513822024201e-02
0.232421875,-8.023700053197e-01
0.233398438,2.911412326550e-01
0.234375000,6.325244065113e-01
0.235351562,-1.243974708563e+00
0.236328125,3.848810929202e-01
0.237304688,6.985335368819e-02
0.238281250,1.577270291994e+00
0.239257812,-8.615416181496e-01
0.240234375,9.196056788132e-01
0.241210938,1.955264946928e-01
0.242187500,-4.877698704378e-01
0.243164062,-4.240386086847e-03
0.244140625,-6.715802179284e-01
0.245117188,-7.166291412449e-01
0.246093750,-2.618275968443e-01
0.247070312,-6.782035477971e-02
0.248046875,2.671883965012e-02
0.249023438,-3.829867437042e-01
0.250000000,1.082353361598e+00
0.250976562,-1.342822079904e+00
0.251953125,-5.254397720784e-01
0.252929688,5.560957284121e-01
0.253906250,5.574436706614e-01
0.254882812,-1.795326883512e+00
0.255859375,1.775382033076e-01
0.256835938,-1.978913862145e-01
0.257812500,6.545152196427e-01
0.258789062,3.541824940709e-01
0.259765625,1.635431559497e+00
0.260742188,5.066204418019e-01
0.261718750,-3.164766154010e-01
0.262695312,-2.483604230171e-01
0.263671875,1.495320407412e-02
0.264648438,-1.099434109593e+00
0.265625000,-1.515459222032e+00
0.266601562,-7.978360880595e-01
0.267578125,9.497843961941e-01
0.268554688,-2.644802161506e-02
0.269531250,1.657795528026e+00
0.270507812,-1.895679684763e+00
0.271484375,8.212819583196e-03
0.272460938,3.043252291102e-01
0.273437500,1.268500742672e-01
0.274414062,1.079025443998e+00
0.275390625,1.340945746321e+00
0.276367188,-5.170630964966e-01
0.277343750,3.660200306122e-02
0.278320312,-2.399779246168e-01
0.279296875,8.339137211922e-01
0.280273438,-3.036776170553e+00
0.281250000,-6.983225689156e-01
0.282226562,-9.688578991450e-01
0.283203125,8.763100142495e-02
0.284179688,-4.934162088343e-02
0.285156250,4.262593845320e-01
0.286132812,-1.751382358516e-02
0.287109375,7.730702434061e-01
0.288085938,2.474757721260e+00
0.289062500,6.801785330840e-01
0.290039062,-8.248777216828e-02
0.291015625,3.912952379160e-01
0.291992188,1.526127128276e+00
0.292968750,-3.349762294456e-01
0.293945312,5.359682590051e-02
0.294921875,-1.251424117892e+00
0.295898438,3.882800374270e-01
0.296875000,-4.511957155122e-01
0.297851562,9.691044625155e-02
0.298828125,-9.950767926194e-01
0.299804688,-9.489373529766e-01
0.300781250,3.995515074409e-01
0.301757812,6.723756375857e-01
0.302734375,-9.840808289858e-01
0.303710938,3.899013273630e-01
0.304687500,-6.110669832165e-01
0.305664062,1.162063844625e-01
0.306640625,-2.181015729832e-01
0.307617188,1.476807864523e+00
0.308593750,-6.462863788658e-01
0.309570312,-2.084202519357e-01
0.310546875,-6.139545975119e-01
0.311523438,1.207321934664e+00
0.312500000,3.919008078772e-01
0.313476562,1.867508662581e-01
0.314453125,2.774426587554e-01
0.315429688,-8.463691931396e-01
0.316406250,3.014377340609e-01
0.317382812,1.742276816168e+00
0.318359375,5.885926023766e-01
0.319335938,-2.903130904041e-01
0.320312500,-1.980495854332e-01
0.321289062,-1.049959247752e+00
0.322265625,7.037981891045e-01
0.323242188,2.393268632634e-01
0.324218750,-1.837132327951e+00
0.325195312,1.185770657680e+00
0.326171875,3.125890827246e-01
0.327148438,-3.173052707864e-01
0.328125000,5.853653379481e-01
0.329101562,-1.374193843208e+00
0.330078125,-1.349148480396e+00
0.331054688,1.525056565811e+00
0.332031250,1.342168313524e+00
0.333007812,1.042137253008e+00
0.333984375,-1.009079409748e+00
0.334960938,-3.802327819378e-01
0.335937500,-5.589430701764e-02
0.336914062,-7.384966681243e-01
0.337890625,-1.330779680671e-02
0.338867188,-7.017167514096e-01
0.339843750,-8.304892047861e-01
0.340820312,-9.693146788001e-01
0.341796875,-5.670879314570e-01
0.342773438,-2.401389693449e+00
0.343750000,-9.403675691257e-01
0.344726562,-5.806076185878e-01
0.345703125,-1.168705070374e-01
0.346679688,-2.505616485649e-01
0.347656250,2.362358952776e+00
0.348632812,1.365655633566e-02
0.349609375,-2.365631785871e-01
0.350585938,-1.578669010499e-01
0.351562500,-5.156162859154e-01
0.352539062,-1.285866581015e+00
0.353515625,-4.985398065646e-01
0.354492188,7.371695135864e-01
0.355468750,-2.151917351687e+00
0.356445312,-1.172208687645e+00
0.357421875,1.131462177095e+00
0.358398438,4.244319819842e-01
0.359375000,-4.838937077756e-01
0.360351562,2.459295850862e-01
0.361328125,7.816478954169e-02
0.362304688,3.953785774428e-02
0.363281250,4.404531512100e-01
0.364257812,-1.125252748031e+00
0.365234375,-1.439712387005e+00
0.366210938,2.050108744934e-01
0.367187500,-1.197354472622e-01
0.368164062,8.937538304049e-01
0.369140625,9.507567395256e-01
0.370117188,1.041482990899e-01
0.371093750,-4.205320650201e-01
0.372070312,-7.058729606218e-01
0.373046875,1.002176060253e+00
0.374023438,1.155696623879e+00
0.375000000,-2.213653056296e-01
0.375976562,4.642723712338e-01
0.376953125,-6.340341336364e-01
0.377929688,-4.666325813853e-01
0.378906250,-1.318081891241e+00
0.379882812,8.589322366591e-01
0.380859375,6.114810522250e-02
0.381835938,6.892634793775e-01
0.382812500,4.761074999907e-01
0.383789062,-9.079869589358e-01
0.384765625,-2.675053032162e-01
0.385742188,1.801889816030e+00
0.386718750,5.320533973743e-01
0.387695312,-1.225212406053e+00
0.388671875,1.344548044306e+00
0.389648438,3.304961946242e+00
0.390625000,7.516215757456e-01
0.391601562,-5.354456679120e-01
0.392578125,-1.621943609759e+00
0.393554688,2.607402112016e-01
0.394531250,-2.491489039486e+00
0.395507812,-2.886123715352e-01
0.396484375,3.302645405745e-01
0.397460938,-4.433085412636e-01
0.398437500,-6.950714961410e-01
0.399414062,5.597947077767e-01
0.400390625,-5.259694695501e-01
0.401367188,-8.497657851145e-01
0.402343750,-1.060138041862e+00
0.403320312,-5.159138914741e-01
0.404296875,-1.208315505841e+00
0.405273438,9.789232454447e-01
0.406250000,-1.485351867867e-01
0.407226562,2.968843414019e-01
0.408203125,-1.087000456360e+00
0.409179688,-1.135732584175e+00
0.410156250,-2.204873441980e+00
0.411132812,-1.425332018630e-01
0.412109375,-6.088366960114e-01
0.413085938,-4.399130462356e-02
0.414062500,-3.774159364388e-02
0.415039062,1.049130644593e+00
0.416015625,-3.012175676997e-01
0.416992188,9.817558899083e-01
0.417968750,-8.843644693818e-02
0.418945312,6.255099395966e-01
0.419921875,4.549205568748e-01
0.420898438,-1.108356407164e+00
0.421875000,-1.320004619101e+00
0.422851562,-1.996422816125e-01
0.423828125,2.537846925588e-01
0.424804688,-2.214520285236e-01
0.425781250,-1.478537606531e+00
0.426757812,-1.518727163086e+00
0.427734375,1.421944733079e+00
0.428710938,-1.905187535056e+00
0.429687500,-1.791646964826e+00
0.430664062,1.413882928963e-01
0.431640625,-1.001631358313e+00
0.432617188,1.370423722181e+00
0.433593750,-2.770786706888e-01
0.434570312,-3.058904188838e-01
0.435546875,-2.282990492582e-01
0.436523438,3.014001428974e-01
0.437500000,-7.558367794750e-01
0.438476562,-1.878320474292e+00
0.439453125,-1.008080409290e+00
0.440429688,-1.310660905382e+00
0.441406250,1.241053491213e-03
0.442382812,-4.577272601293e-01
0.443359375,5.702730793255e-02
0.444335938,5.487988671143e-01
0.445312500,1.563245453409e+00
0.446289062,-9.580683207062e-01
0.447265625,1.478882785706e+00
0.448242188,-5.859969436264e-02
0.449218750,9.722068808062e-01
0.450195312,-5.713374025832e-01
0.451171875,2.006492712206e-01
0.452148438,-5.836401385449e-02
0.453125000,6.010215845469e-01
0.454101562,-4.036869925162e-01
0.455078125,-1.410232835064e-01
0.456054688,-5.940030070600e-02
0.457031250,1.775884256240e-01
0.458007812,6.923453086847e-02
0.458984375,-3.145605999156e-01
0.459960938,-4.528201265776e-01
0.460937500,6.847808742892e-01
0.461914062,-8.578635153007e-01
0.462890625,8.435781253043e-03
0.463867188,-4.173972914363e-01
0.464843750,9.620990013481e-01
0.465820312,7.960066997766e-01
0.466796875,-2.951277213250e-01
0.467773438,1.266548908587e+00
0.468750000,-4.128049982063e-01
0.469726562,1.626642820130e+00
0.470703125,3.795875974215e-01
0.471679688,1.836910596558e-02
0.472656250,8.169552112644e-01
0.473632812,-6.958431719459e-01
0.474609375,5.150592396825e-01
0.475585938,-3.663841186155e-01
0.476562500,1.848132740118e-01
0.477539062,1.192177714914e+00
0.478515625,-8.798847198466e-01
0.479492188,1.829092996423e+00
0.480468750,-4.724679325730e-03
0.481445312,-8.969378518296e-01
0.482421875,-1.764748441954e+00
0.483398438,-1.168299667351e+00
0.484375000,1.481038514234e+00
0.485351562,-1.423647593147e+00
0.486328125,-6.188051037422e-01
0.487304688,-3.284946408437e-01
0.488281250,-2.613944474271e+00
0.489257812,6.825522458456e-01
0.490234375,-1.190150829570e-01
0.491210938,-2.027785127781e+00
0.492187500,-1.117035600246e+00
0.493164062,1.946063151870e-01
0.494140625,6.543800801378e-01
0.495117188,-8.634363412923e-01
0.496093750,1.238882336421e-02
0.497070312,-9.247275651970e-02
0.498046875,1.485968685767e+00
0.499023438,1.074237161042e+00
0.500000000,-3.790137553945e-01
0.500976562,2.233407833300e-01
0.501953125,-5.058229904315e-01
0.502929688,9.214811169455e-01
0.503906250,1.450102469069e-01
0.504882812,-6.274169002375e-01
0.505859375,-1.525967582946e-01
0.506835938,-6.560007499841e-01
0.507812500,1.203448586825e+00
0.508789062,-1.653000352991e+00
0.509765625,2.383992746910e+00
0.510742188,1.311416043549e+00
0.511718750,7.523595284009e-01
0.512695312,5.705279904577e-01
0.513671875,-2.686762750670e-02
0.514648438,-3.257372601330e-01
0.515625000,-2.981267307583e-01
0.516601562,1.493915784295e+00
0.517578125,2.851300982486e+00
0.518554688,5.270167180798e-01
0.519531250,2.819382525125e-01
0.520507812,8.351348908308e-01
0.521484375,3.540012370096e-01
0.522460938,3.923367064304e-01
0.523437500,1.012323451206e+00
0.524414062,2.016214392705e+00
0.525390625,-1.140964058010e+00
0.526367188,4.185790795042e-01
0.527343750,-1.768983036020e+00
0.528320312,-1.108090230227e+00
0.529296875,7.238649923359e-01
0.530273438,-3.912331900254e-01
0.531250000,1.792657404963e+00
0.532226562,6.562467064017e-01
0.533203125,-7.141565475341e-01
0.534179688,-3.998873524396e-01
0.535156250,1.254975143450e+00
0.536132812,-1.194000561636e+00
0.537109375,1.006172314402e+00
0.538085938,2.876077032698e-01
0.539062500,1.188751969205e+00
0.540039062,-1.459136081210e-01
0.541015625,4.568956606809e-01
0.541992188,-8.981803486475e-02
0.542968750,6.132189088244e-01
0.543945312,-5.654808297033e-02
0.544921875,-8.198474614100e-02
0.545898438,-1.177292028269e+00
0.546875000,1.045372628314e+00
0.547851562,-1.317048016402e+00
0.548828125,1.560809382317e+00
0.549804688,3.340525352982e-01
0.550781250,-4.818736119706e-02
0.551757812,-8.487526730144e-02
0.552734375,-1.660428036541e-01
0.553710938,1.909545804783e+00
0.554687500,2.408206980392e+00
0.555664062,1.133892391113e+00
0.556640625,5.674998165394e-01
0.557617188,2.072804645896e+00
0.558593750,-5.550800592819e-01
0.559570312,3.192579539997e-01
0.560546875,1.143172323114e+00
0.561523438,6.849779251189e-01
0.562500000,1.084184726565e+00
0.563476562,2.566214431877e-01
0.564453125,-7.727205274002e-01
0.565429688,-2.060916606682e+00
0.566406250,6.828678849659e-01
0.567382812,-6.828682853533e-01
0.568359375,1.133174745299e-01
0.569335938,-4.828979903062e-01
0.570312500,6.785502696959e-01
0.571289062,1.104959279327e+00
0.572265625,-4.812904031210e-01
0.573242188,-5.761024268188e-01
0.574218750,5.433511812228e-01
0.575195312,-5.447185704388e-01
0.576171875,3.525315233999e-02
0.577148438,6.301607752674e-01
0.578125000,1.177594355883e+00
0.579101562,-8.636877194668e-01
0.580078125,-4.791643043523e-01
0.581054688,4.056192196123e-01
0.582031250,3.181705221035e+00
0.583007812,-7.496085332141e-01
0.583984375,-1.339023649131e-02
0.584960938,-3.111580053400e+00
0.585937500,-1.647151102125e+00
0.586914062,-3.837351309135e-01
0.587890625,-1.419649345433e+00
0.588867188,-1.218184775554e+00
0.589843750,4.167153273570e-01
0.590820312,6.937924420064e-01
0.591796875,-8.952490517017e-01
0.592773438,4.954216723373e-01
0.593750000,-3.298984334134e-01
0.594726562,-2.791781192381e-01
0.595703125,-5.590457485700e-01
0.596679688,-1.021567072255e+00
0.597656250,-6.103737249773e-01
0.598632812,2.060694461347e-01
0.599609375,8.025383672747e-01
0.600585938,4.737540134882e-01
0.601562500,1.634593452175e+00
0.602539062,3.816102970814e-02
0.603515625,8.934415500993e-01
0.604492188,-4.048636699037e-04
0.605468750,-2.753844698729e-01
0.606445312,5.611323413693e-01
0.607421875,9.305739019071e-01
0.608398438,8.568834584114e-01
0.609375000,2.347801309035e-01
0.610351562,-1.205413094922e+00
0.611328125,-3.833044235616e-01
0.612304688,-1.045326095269e+00
0.613281250,-7.699038777479e-01
0.614257812,-3.043947260021e-01
0.615234375,8.460786351339e-01
0.616210938,-1.064165277984e+00
0.617187500,7.341570601393e-01
0.618164062,5.156143928930e-01
0.619140625,7.419771876740e-01
0.620117188,-1.452459475579e+00
0.621093750,1.016807103683e+00
0.622070312,-1.319590941019e-01
0.623046875,6.962715107186e-01
0.624023438,-3.034515375410e-01
0.625000000,1.428624751517e+00
0.625976562,-1.315076721726e-01
0.626953125,-5.807684530063e-01
0.627929688,7.748765641736e-01
0.628906250,7.914778674829e-01
0.629882812,-1.136790977453e+00
0.630859375,6.438630727548e-01
0.631835938,-5.998666626585e-01
0.632812500,1.447161405227e+00
0.633789062,-3.013903319536e-01
0.634765625,-8.407989256803e-01
0.635742188,3.010394876575e-01
0.636718750,-1.180287651018e-01
0.637695312,-1.442198315935e+00
0.638671875,-1.579752231518e+00
0.639648438,-3.400638613713e-01
0.640625000,1.252226178784e-02
0.641601562,-1.401641056358e-01
0.642578125,-5.221304943214e-01
0.643554688,1.379879474439e+00
0.644531250,1.236809744655e+00
0.645507812,-1.927640985566e-02
0.646484375,2.021913396513e-01
0.647460938,-4.371347015224e-01
0.648437500,-9.303290567795e-01
0.649414062,4.975125770019e-02
0.650390625,-1.463138045391e+00
0.651367188,1.882539989756e-01
0.652343750,1.269429853088e+00
0.653320312,-9.370824001426e-01
0.654296875,1.444923174284e+00
0.655273438,1.108052202569e-01
0.656250000,1.642055549747e-01
0.657226562,1.320058046315e+00
0.658203125,1.713566625388e+00
0.659179688,-1.219037197966e+00
0.660156250,-4.244877839627e-01
0.661132812,-1.464630969650e-02
0.662109375,-6.430023789869e-01
0.663085938,1.546886748145e+00
0.664062500,1.099356581782e+00
0.665039062,2.842765005319e-02
0.666015625,4.591915859529e-02
0.666992188,-4.415129069072e-01
0.667968750,1.553881526307e+00
0.668945312,-1.226745351464e+00
0.669921875,-1.264750269482e+00
0.670898438,2.697131221669e+00
0.671875000,9.783059428089e-01
0.672851562,1.686732424845e-01
0.673828125,-1.887694177543e+00
0.674804688,2.214632249661e+00
0.675781250,-1.039481097181e+00
0.676757812,-1.260414177936e+00
0.677734375,6.682336390372e-02
0.678710938,7.446124820950e-01
0.679687500,1.440331439572e+00
0.680664062,1.363275406538e+00
0.681640625,-1.551272796922e+00
0.682617188,-7.236466542880e-01
0.683593750,-6.253251680833e-01
0.684570312,1.465057502696e-01
0.685546875,6.178297797028e-01
0.686523438,7.094665562212e-01
0.687500000,-7.909542785376e-02
0.688476562,-1.601006218316e-01
0.689453125,5.939510736265e-01
0.690429688,-8.465571252034e-01
0.691406250,1.102620779671e+00
0.692382812,-2.673234519044e-01
0.693359375,-2.500178712787e-01
0.694335938,-5.084788177088e-01
0.695312500,-3.318706733236e-01
0.696289062,1.270741596061e+00
0.697265625,-1.002564897831e-01
0.698242188,-1.050433677838e+00
0.699218750,-1.021978314735e+00
0.700195312,-7.614385930455e-01
0.701171875,1.075393182339e+00
0.702148438,-9.739028568423e-01
0.703125000,-1.954079038540e-01
0.704101562,2.944619692445e-01
0.705078125,-4.133408787032e-01
0.706054688,-6.745086235231e-01
0.707031250,-1.510389717269e+00
0.708007812,-1.324516130195e+00
0.708984375,2.682883463880e+00
0.709960938,-1.132381754198e+00
0.710937500,3.172728145381e-01
0.711914062,2.614658129571e-01
0.712890625,2.821111724860e-02
0.713867188,1.614571404554e-01
0.714843750,1.115765937409e+00
0.715820312,1.127730063244e+00
0.716796875,4.501113326364e-01
0.717773438,1.032779170851e+00
0.718750000,-7.519167463823e-01
0.719726562,4.790733601939e-02
0.720703125,-7.536443334539e-01
0.721679688,-5.737351151608e-02
0.722656250,9.342200300265e-02
0.723632812,-6.740014052635e-01
0.724609375,-1.178400304872e+00
0.725585938,2.157885095473e+00
0.726562500,-1.681049619331e-01
0.727539062,1.572360008082e+00
0.728515625,-2.420561802053e-01
0.729492188,-6.197629599551e-01
0.730468750,9.133999136883e-01
0.731445312,1.152431903874e+00
0.732421875,1.316929465326e+00
0.733398438,6.899214989776e-01
0.734375000,-2.253961491570e+00
0.735351562,-2.273106892148e-01
0.736328125,-1.584223842952e+00
0.737304688,-2.837415436831e-01
0.738281250,-1.070872570174e+00
0.739257812,6.570575476271e-01
0.740234375,-2.143095551827e-01
0.741210938,8.139131867481e-01
0.742187500,5.506277831672e-01
0.743164062,-3.519945105495e-01
0.744140625,4.153462552013e-01
0.745117188,1.222984639792e+00
0.746093750,-4.943966977654e-01
0.747070312,-1.544569010997e+00
0.748046875,2.498006738964e-01
0.749023438,8.518822635015e-01
0.750000000,-1.212989588904e+00
0.750976562,-8.194635939019e-01
0.751953125,-2.725222594071e-01
0.752929688,-6.769612161893e-01
0.753906250,-8.128056811520e-01
0.754882812,-9.179409453908e-01
0.755859375,1.015686752045e+00
0.756835938,-5.033022175415e-01
0.757812500,1.380437272312e+00
0.758789062,7.701148931540e-01
0.759765625,-1.383466798833e+00
0.760742188,4.299947730148e-01
0.761718750,6.929289133131e-01
0.762695312,-5.401413501438e-01
0.763671875,4.418314759086e-02
0.764648438,-1.080521148766e-01
0.765625000,-4.183546912545e-01
0.766601562,-1.762359092258e-01
0.767578125,-8.057296160314e-02
0.768554688,1.069052045554e-01
0.769531250,9.013507826917e-01
0.770507812,8.398917992408e-01
0.771484375,2.907721519312e-01
0.772460938,1.661435019605e+00
0.773437500,-6.938183903544e-01
0.774414062,-8.722949791216e-01
0.775390625,2.148079547841e-01
0.776367188,3.255183756622e-01
0.777343750,-8.302155259130e-02
0.778320312,6.365822547647e-01
0.779296875,7.756950786500e-01
0.780273438,-1.363373765923e+00
0.781250000,5.540667752026e-01
0.782226562,-6.971325119720e-01
0.783203125,-5.489105590379e-01
0.784179688,-1.246718856701e+00
0.785156250,-3.920589728741e-01
0.786132812,1.721942779880e+00
0.787109375,7.310942384443e-01
0.788085938,6.632634926958e-01
0.789062500,7.179752781236e-01
0.790039062,1.479067701160e-01
0.791015625,6.190181409575e-01
0.791992188,7.630898449213e-01
0.792968750,2.555032811721e-01
0.793945312,-2.330570140719e+00
0.794921875,8.033316392768e-01
0.795898438,-5.742897175602e-01
0.796875000,9.738942792352e-01
0.797851562,1.076620394070e+00
0.798828125,5.640267666428e-01
0.799804688,7.810490893838e-01
0.800781250,-1.304630289595e+00
0.801757812,-1.613302555703e-01
0.802734375,-9.201380280049e-01
0.803710938,-4.710980136421e-01
0.804687500,2.350275032626e-01
0.805664062,-8.945672727218e-01
0.806640625,-6.792160736691e-02
0.807617188,-4.096180659039e-01
0.808593750,-1.377302551255e-01
0.809570312,1.796599031781e+00
0.810546875,-7.717385407564e-01
0.811523438,2.534293463912e-01
0.812500000,-2.913498773176e-01
0.813476562,1.132464704883e+00
0.814453125,1.635062328564e+00
0.815429688,-1.332656783515e-01
0.816406250,1.067837929594e+00
0.817382812,-6.528999699230e-01
0.818359375,-1.009533788349e+00
0.819335938,-1.446521091726e+00
0.820312500,1.891249944920e+00
0.821289062,-1.710785364147e+00
0.822265625,-5.684162356975e-02
0.823242188,1.120972533398e+00
